name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
STXBP2,SVs,0,0,1,syntaxin binding protein 2,0.00858309,Strong selection
STXBP3,SVs,1,1,1,syntaxin binding protein 3,0.0324329,Extreme selection
STXBP4,SVs,0,1,1,syntaxin binding protein 4,0.00136244,Strong selection
STXBP5,SVs,0,1,0,syntaxin binding protein 5,0.110985,Extreme selection
STXBP5L,SVs,1,1,1,syntaxin binding protein 5L,0.0795636,Extreme selection
STXBP6,SVs,1,1,1,syntaxin binding protein 6,0.0148765,Extreme selection
STYK1,SVs,0,1,1,serine/threonine/tyrosine kinase 1,8.9539e-4,Weak selection
STYXL1,SVs,1,0,1,serine/threonine/tyrosine interacting like 1,0.00145761,Strong selection
STYXL2,SVs,0,0,1,serine/threonine/tyrosine interacting like 2,0.00144651,Strong selection
SUCLA2,SVs,0,1,0,succinate-CoA ligase ADP-forming subunit beta,0.0224323,Extreme selection
SUCLG1,SVs,0,1,1,succinate-CoA ligase GDP/ADP-forming subunit alpha,0.00491992,Strong selection
SUCLG2,SVs,1,1,1,succinate-CoA ligase GDP-forming subunit beta,0.00160903,Strong selection
SUCNR1,SVs,0,1,0,succinate receptor 1,0.00255102,Strong selection
SUCO,SVs,1,1,1,SUN domain containing ossification factor,0.0783358,Extreme selection
SUFU,SVs,1,1,1,SUFU negative regulator of hedgehog signaling,0.212078,Extreme selection
SUGCT,SVs,1,1,1,succinyl-CoA:glutarate-CoA transferase,7.2815e-4,Weak selection
SUGP1,SVs,0,1,1,SURP and G-patch domain containing 1,0.0581433,Extreme selection
SUGP2,SVs,1,0,0,SURP and G-patch domain containing 2,0.100166,Extreme selection
SUGT1,SVs,0,1,0,SGT1 homolog%2C MIS12 kinetochore complex assembly cochaperone,0.0116803,Extreme selection
SULF1,SVs,0,1,1,sulfatase 1,0.0527377,Extreme selection
SULF2,SVs,1,1,1,sulfatase 2,0.0408775,Extreme selection
SULT1A1,SVs,0,0,4,sulfotransferase family 1A member 1,7.3623e-4,Weak selection
SULT1A2,SVs,0,0,4,sulfotransferase family 1A member 2,0.00161795,Strong selection
SULT1A3,SVs,0,1,1,sulfotransferase family 1A member 3,0.00438764,Strong selection
SULT1B1,SVs,0,0,1,sulfotransferase family 1B member 1,6.2289e-4,Weak selection
SULT1C2,SVs,1,0,0,sulfotransferase family 1C member 2,6.7855e-4,Weak selection
SULT1C3,SVs,0,0,1,sulfotransferase family 1C member 3,7.9527e-4,Weak selection
SULT1E1,SVs,0,1,0,sulfotransferase family 1E member 1,0.00143455,Strong selection
SULT2A1,SVs,1,1,1,sulfotransferase family 2A member 1,0.00112809,Strong selection
SULT2B1,SVs,0,1,1,sulfotransferase family 2B member 1,0.015173,Extreme selection
SULT4A1,SVs,1,0,0,sulfotransferase family 4A member 1,0.0850608,Extreme selection
SULT6B1,SVs,1,1,1,sulfotransferase family 6B member 1,5.546e-4,Weak selection
SUMF1,SVs,1,1,4,sulfatase modifying factor 1,0.0114549,Extreme selection
SUMF2,SVs,0,0,1,sulfatase modifying factor 2,0.00102338,Strong selection
SUMO1,SVs,0,1,0,small ubiquitin like modifier 1,0.309251,Extreme selection
SUMO2,SVs,0,1,0,small ubiquitin like modifier 2,0.514159,Extreme selection
SUN1,SVs,0,1,1,Sad1 and UNC84 domain containing 1,0.0397791,Extreme selection
SUN3,SVs,0,1,1,Sad1 and UNC84 domain containing 3,7.7408e-4,Weak selection
SUN5,SVs,0,1,0,Sad1 and UNC84 domain containing 5,0.00102343,Strong selection
SUPT20H,SVs,0,1,0,SPT20 homolog%2C SAGA complex component,0.0172059,Extreme selection
SUPT3H,SVs,1,1,1,SPT3 homolog%2C SAGA and STAGA complex component,0.00199601,Strong selection
SUPT6H,SVs,1,1,1,SPT6 homolog%2C histone chaperone and transcription elongation factor,0.322224,Extreme selection
SUPT7L,SVs,0,1,0,SPT7 like%2C STAGA complex subunit gamma,0.0162127,Extreme selection
SUPV3L1,SVs,0,0,1,Suv3 like RNA helicase,0.0268381,Extreme selection
SURF6,SVs,0,1,1,surfeit 6,0.00146599,Strong selection
SUSD1,SVs,0,1,1,sushi domain containing 1,0.00151447,Strong selection
SUSD4,SVs,0,1,1,sushi domain containing 4,0.0166031,Extreme selection
SUSD5,SVs,1,0,0,sushi domain containing 5,0.0018728,Strong selection
SUSD6,SVs,0,1,1,sushi domain containing 6,0.024998,Extreme selection
SUV39H2,SVs,0,1,1,SUV39H2 histone lysine methyltransferase,0.100406,Extreme selection
SUZ12,SVs,0,1,1,SUZ12 polycomb repressive complex 2 subunit,0.336172,Extreme selection
SV2A,SVs,0,0,1,synaptic vesicle glycoprotein 2A,0.062877,Extreme selection
SV2B,SVs,0,1,1,synaptic vesicle glycoprotein 2B,0.0171368,Extreme selection
SV2C,SVs,0,1,1,synaptic vesicle glycoprotein 2C,0.0106193,Extreme selection
SVBP,SVs,0,0,1,small vasohibin binding protein,0.0119555,Extreme selection
SVEP1,SVs,1,1,1,sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain containing 1,0.0566113,Extreme selection
SVIL,SVs,0,1,1,supervillin,0.0320729,Extreme selection
SVIP,SVs,0,1,1,small VCP interacting protein,0.00461238,Strong selection
SVOP,SVs,1,1,1,SV2 related protein,0.140687,Extreme selection
SVOPL,SVs,1,1,1,SVOP like,7.2501e-4,Weak selection
SWAP70,SVs,1,1,1,switching B cell complex subunit SWAP70,0.0497671,Extreme selection
SWI5,SVs,0,1,0,SWI5 homologous recombination repair protein,0.00283719,Strong selection
SWSAP1,SVs,0,1,0,SWIM-type zinc finger 7 associated protein 1,9.2686e-4,Weak selection
SWT1,SVs,0,1,1,SWT1 RNA endoribonuclease homolog,0.0546764,Extreme selection
SYAP1,SVs,1,1,0,synapse associated protein 1,0.141273,Extreme selection
SYBU,SVs,0,1,1,syntabulin,0.0272284,Extreme selection
SYCE1L,SVs,0,0,1,synaptonemal complex central element protein 1 like,0.00104919,Strong selection
SYCP1,SVs,1,0,1,synaptonemal complex protein 1,0.0903732,Extreme selection
SYCP2,SVs,0,0,1,synaptonemal complex protein 2,0.0776442,Extreme selection
SYCP2L,SVs,1,1,1,synaptonemal complex protein 2 like,0.00296789,Strong selection
SYF2,SVs,0,0,1,SYF2 pre-mRNA splicing factor,0.0121871,Extreme selection
SYK,SVs,1,0,1,spleen associated tyrosine kinase,0.121277,Extreme selection
SYMPK,SVs,1,1,0,symplekin scaffold protein,0.154126,Extreme selection
SYN1,SVs,0,1,0,synapsin I,0.209047,Extreme selection
SYN3,SVs,1,1,1,synapsin III,0.0200726,Extreme selection
SYNC,SVs,0,0,1,syncoilin%2C intermediate filament protein,0.00307777,Strong selection
SYNDIG1,SVs,0,1,1,synapse differentiation inducing 1,0.0252563,Extreme selection
SYNDIG1L,SVs,0,1,1,synapse differentiation inducing 1 like,0.00262855,Strong selection
SYNE1,SVs,0,1,0,spectrin repeat containing nuclear envelope protein 1,0.0304547,Extreme selection
SYNE2,SVs,1,1,2,spectrin repeat containing nuclear envelope protein 2,0.0298717,Extreme selection
SYNE3,SVs,0,1,1,spectrin repeat containing nuclear envelope family member 3,6.1428e-4,Weak selection
SYNE4,SVs,1,1,0,spectrin repeat containing nuclear envelope family member 4,9.9404e-4,Weak selection
SYNGR1,SVs,0,1,1,synaptogyrin 1,0.0329265,Extreme selection
SYNGR2,SVs,0,0,1,synaptogyrin 2,0.0130484,Extreme selection
SYNGR4,SVs,0,1,0,synaptogyrin 4,9.7111e-4,Weak selection
SYNJ1,SVs,0,1,0,synaptojanin 1,0.0512138,Extreme selection
SYNJ2,SVs,0,1,1,synaptojanin 2,0.0020538,Strong selection
SYNJ2BP,SVs,0,1,1,synaptojanin 2 binding protein,0.0210409,Extreme selection
SYNM,SVs,0,1,1,synemin,0.00305689,Strong selection
SYNPO2,SVs,0,1,1,synaptopodin 2,0.0336341,Extreme selection
SYNPO2L,SVs,0,0,1,synaptopodin 2 like,0.0024871200000000002,Strong selection
SYNPR,SVs,1,1,1,synaptoporin,0.0204984,Extreme selection
SYP,SVs,0,0,1,synaptophysin,0.127364,Extreme selection
SYPL1,SVs,1,0,1,synaptophysin like 1,0.0104498,Extreme selection
SYS1,SVs,0,1,0,SYS1 golgi trafficking protein,0.0206678,Extreme selection
SYT1,SVs,1,1,1,synaptotagmin 1,0.091017,Extreme selection
SYT10,SVs,0,0,1,synaptotagmin 10,0.00475234,Strong selection
SYT11,SVs,0,0,1,synaptotagmin 11,0.0982088,Extreme selection
SYT12,SVs,0,1,1,synaptotagmin 12,0.00118937,Strong selection
SYT13,SVs,0,1,0,synaptotagmin 13,0.0140315,Extreme selection
SYT14,SVs,1,1,1,synaptotagmin 14,0.0719831,Extreme selection
SYT16,SVs,0,1,1,synaptotagmin 16,0.0231891,Extreme selection
SYT17,SVs,1,0,1,synaptotagmin 17,0.0148526,Extreme selection
SYT3,SVs,0,1,1,synaptotagmin 3,0.0556965,Extreme selection
SYT6,SVs,0,0,1,synaptotagmin 6,0.0236607,Extreme selection
SYT8,SVs,0,1,0,synaptotagmin 8,5.706e-4,Weak selection
SYT9,SVs,1,1,1,synaptotagmin 9,0.0447932,Extreme selection
SYTL2,SVs,0,1,1,synaptotagmin like 2,0.00151599,Strong selection
SYTL3,SVs,1,1,1,synaptotagmin like 3,5.1502e-4,Weak selection
SYTL4,SVs,0,0,1,synaptotagmin like 4,0.0286732,Extreme selection
SYTL5,SVs,0,1,1,synaptotagmin like 5,0.00874789,Strong selection
SZT2,SVs,0,1,1,SZT2 subunit of KICSTOR complex,0.0318105,Extreme selection
TAB1,SVs,0,1,0,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,0.0109494,Extreme selection
TAB2,SVs,1,4,1,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,0.503375,Extreme selection
TAB3,SVs,0,1,0,TGF-beta activated kinase 1 (MAP3K7) binding protein 3,0.0548934,Extreme selection
TAC1,SVs,0,1,1,tachykinin precursor 1,0.0408935,Extreme selection
TAC4,SVs,0,1,0,tachykinin precursor 4,0.0017153,Strong selection
TACC1,SVs,1,0,0,transforming acidic coiled-coil containing protein 1,0.0256786,Extreme selection
TACC2,SVs,1,1,1,transforming acidic coiled-coil containing protein 2,0.0555953,Extreme selection
TACC3,SVs,1,1,0,transforming acidic coiled-coil containing protein 3,0.00734026,Strong selection
TACO1,SVs,0,1,0,translational activator of cytochrome c oxidase I,0.00366147,Strong selection
TACR1,SVs,1,1,1,tachykinin receptor 1,0.00784631,Strong selection
TACR3,SVs,1,1,1,tachykinin receptor 3,0.00834743,Strong selection
TACSTD2,SVs,0,1,0,tumor associated calcium signal transducer 2,0.00306347,Strong selection
TADA1,SVs,1,1,1,transcriptional adaptor 1,0.0157042,Extreme selection
TAF1,SVs,1,4,0,TATA-box binding protein associated factor 1,0.436591,Extreme selection
TAF12,SVs,0,1,0,TATA-box binding protein associated factor 12,0.13451,Extreme selection
TAF13,SVs,0,4,1,TATA-box binding protein associated factor 13,0.0201751,Extreme selection
TAF1A,SVs,0,1,1,TATA-box binding protein associated factor%2C RNA polymerase I subunit A,0.00279357,Strong selection
TAF1B,SVs,1,1,1,TATA-box binding protein associated factor%2C RNA polymerase I subunit B,0.00387211,Strong selection
TAF2,SVs,0,1,1,TATA-box binding protein associated factor 2,0.0470603,Extreme selection
TAF3,SVs,0,0,1,TATA-box binding protein associated factor 3,0.429769,Extreme selection
TAF4,SVs,0,0,1,TATA-box binding protein associated factor 4,0.393608,Extreme selection
TAF4B,SVs,0,1,1,TATA-box binding protein associated factor 4b,0.034345,Extreme selection
TAF5L,SVs,0,0,1,TATA-box binding protein associated factor 5 like,0.124551,Extreme selection
TAF8,SVs,0,1,0,TATA-box binding protein associated factor 8,0.00113056,Strong selection
TAFA1,SVs,1,0,1,TAFA chemokine like family member 1,0.0560358,Extreme selection
TAFA2,SVs,1,1,1,TAFA chemokine like family member 2,0.0546554,Extreme selection
TAFA3,SVs,0,1,0,TAFA chemokine like family member 3,0.00157776,Strong selection
TAFA4,SVs,0,1,1,TAFA chemokine like family member 4,0.00905845,Strong selection
TAFA5,SVs,0,1,1,TAFA chemokine like family member 5,0.0727729,Extreme selection
TAGLN3,SVs,0,0,1,transgelin 3,0.0433154,Extreme selection
TAL1,SVs,0,1,0,TAL bHLH transcription factor 1%2C erythroid differentiation factor,0.0951803,Extreme selection
TAL2,SVs,0,0,1,TAL bHLH transcription factor 2,0.00433076,Strong selection
TALDO1,SVs,1,1,1,transaldolase 1,0.0104093,Extreme selection
TAMALIN,SVs,0,0,1,trafficking regulator and scaffold protein tamalin,0.088591,Extreme selection
TAMM41,SVs,0,1,1,TAM41 mitochondrial translocator assembly and maintenance homolog,0.0041885,Strong selection
TANC1,SVs,1,1,1,tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 1,0.034586,Extreme selection
TANC2,SVs,1,1,1,tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 2,0.146853,Extreme selection
TANGO2,SVs,1,1,0,transport and golgi organization 2 homolog,0.001464,Strong selection
TANGO6,SVs,1,1,1,transport and golgi organization 6 homolog,0.00216149,Strong selection
TANK,SVs,0,1,1,TRAF family member associated NFKB activator,0.0769578,Extreme selection
TAOK1,SVs,1,1,1,TAO kinase 1,0.166289,Extreme selection
TAOK2,SVs,0,1,1,TAO kinase 2,0.135399,Extreme selection
TAOK3,SVs,1,1,1,TAO kinase 3,0.145134,Extreme selection
TAP2,SVs,0,0,1,transporter 2%2C ATP binding cassette subfamily B member,0.00348214,Strong selection
TAPT1,SVs,0,1,1,transmembrane anterior posterior transformation 1,0.0634017,Extreme selection
TARBP1,SVs,0,1,3,TAR (HIV-1) RNA binding protein 1,0.0015554,Strong selection
TARDBP,SVs,0,0,1,TAR DNA binding protein,0.296449,Extreme selection
TARM1,SVs,0,1,1,T cell-interacting%2C activating receptor on myeloid cells 1,6.8452e-4,Weak selection
TARS1,SVs,1,0,0,threonyl-tRNA synthetase 1,0.00647219,Strong selection
TARS2,SVs,0,1,1,threonyl-tRNA synthetase 2%2C mitochondrial,0.0108183,Extreme selection
TARS3,SVs,0,1,0,threonyl-tRNA synthetase 3,0.0019441,Strong selection
TAS1R1,SVs,0,1,1,taste 1 receptor member 1,6.5685e-4,Weak selection
TAS1R3,SVs,0,1,0,taste 1 receptor member 3,5.4049e-4,Weak selection
TAS2R1,SVs,1,0,4,taste 2 receptor member 1,0.00158136,Strong selection
TAS2R13,SVs,1,1,0,taste 2 receptor member 13,0.00150806,Strong selection
TAS2R19,SVs,0,0,1,taste 2 receptor member 19,0.00124826,Strong selection
TAS2R3,SVs,0,1,0,taste 2 receptor member 3,0.00121979,Strong selection
TAS2R30,SVs,0,0,1,taste 2 receptor member 30,0.00147341,Strong selection
TAS2R31,SVs,0,0,1,taste 2 receptor member 31,0.00140907,Strong selection
TAS2R39,SVs,0,0,4,taste 2 receptor member 39,0.00348549,Strong selection
TAS2R4,SVs,0,0,1,taste 2 receptor member 4,0.0029809,Strong selection
TAS2R41,SVs,0,1,0,taste 2 receptor member 41,0.00202661,Strong selection
TAS2R42,SVs,0,0,1,taste 2 receptor member 42,0.00160554,Strong selection
TAS2R46,SVs,0,0,4,taste 2 receptor member 46,0.00165063,Strong selection
TAS2R5,SVs,0,0,1,taste 2 receptor member 5,0.00332319,Strong selection
TAS2R8,SVs,0,0,1,taste 2 receptor member 8,0.00161221,Strong selection
TAS2R9,SVs,0,0,1,taste 2 receptor member 9,0.0017935,Strong selection
TASL,SVs,0,1,0,TLR adaptor interacting with endolysosomal SLC15A4,0.163137,Extreme selection
TASP1,SVs,0,1,1,taspase 1,0.0513823,Extreme selection
TAT,SVs,0,1,0,tyrosine aminotransferase,0.0227462,Extreme selection
TATDN1,SVs,1,0,1,TatD DNase domain containing 1,0.00171978,Strong selection
TATDN2,SVs,0,1,0,TatD DNase domain containing 2,0.0176955,Extreme selection
TATDN3,SVs,0,1,1,TatD DNase domain containing 3,6.7225e-4,Weak selection
TAX1BP1,SVs,0,1,0,Tax1 binding protein 1,0.0205244,Extreme selection
TBC1D1,SVs,0,1,1,TBC1 domain family member 1,0.00955157,Strong selection
TBC1D10A,SVs,0,0,1,TBC1 domain family member 10A,0.0145516,Extreme selection
TBC1D12,SVs,0,0,1,TBC1 domain family member 12,0.0340014,Extreme selection
TBC1D13,SVs,0,1,1,TBC1 domain family member 13,0.0275652,Extreme selection
TBC1D14,SVs,1,1,1,TBC1 domain family member 14,0.0378176,Extreme selection
TBC1D15,SVs,1,1,1,TBC1 domain family member 15,0.0559848,Extreme selection
TBC1D16,SVs,0,0,1,TBC1 domain family member 16,0.0095157,Strong selection
TBC1D19,SVs,0,1,1,TBC1 domain family member 19,0.0236039,Extreme selection
TBC1D2,SVs,0,1,1,TBC1 domain family member 2,0.00261298,Strong selection
TBC1D20,SVs,0,1,1,TBC1 domain family member 20,0.0523125,Extreme selection
TBC1D21,SVs,0,0,1,TBC1 domain family member 21,0.00285004,Strong selection
TBC1D22A,SVs,1,1,1,TBC1 domain family member 22A,0.0438334,Extreme selection
TBC1D22B,SVs,0,1,1,TBC1 domain family member 22B,0.0515679,Extreme selection
TBC1D25,SVs,1,0,0,TBC1 domain family member 25,0.0862617,Extreme selection
TBC1D26,SVs,4,0,1,TBC1 domain family member 26,0.00212908,Strong selection
TBC1D28,SVs,0,0,1,TBC1 domain family member 28,0.00160551,Strong selection
TBC1D2B,SVs,1,0,1,TBC1 domain family member 2B,0.015557,Extreme selection
TBC1D30,SVs,0,1,1,TBC1 domain family member 30,0.0245519,Extreme selection
TBC1D31,SVs,0,1,1,TBC1 domain family member 31,4.8856e-4,Weak selection
TBC1D32,SVs,1,1,1,TBC1 domain family member 32,0.00105919,Strong selection
TBC1D4,SVs,1,1,1,TBC1 domain family member 4,0.0115477,Extreme selection
TBC1D5,SVs,0,1,1,TBC1 domain family member 5,0.00548606,Strong selection
TBC1D7,SVs,0,0,1,TBC1 domain family member 7,0.00209058,Strong selection
TBC1D8,SVs,1,1,1,TBC1 domain family member 8,0.0108325,Extreme selection
TBC1D8B,SVs,0,1,0,TBC1 domain family member 8B,0.00382422,Strong selection
TBC1D9,SVs,0,1,1,TBC1 domain family member 9,0.0533988,Extreme selection
TBCA,SVs,1,1,1,tubulin folding cofactor A,0.0340552,Extreme selection
TBCB,SVs,0,0,1,tubulin folding cofactor B,0.0165105,Extreme selection
TBCCD1,SVs,0,1,0,TBCC domain containing 1,0.00298788,Strong selection
TBCD,SVs,1,1,1,tubulin folding cofactor D,0.021221,Extreme selection
TBCEL,SVs,0,1,0,tubulin folding cofactor E like,0.0937257,Extreme selection
TBCK,SVs,1,1,1,TBC1 domain containing kinase,0.00463501,Strong selection
TBKBP1,SVs,1,0,0,TBK1 binding protein 1,0.0384563,Extreme selection
TBL1X,SVs,0,4,1,transducin beta like 1 X-linked,0.121247,Extreme selection
TBL1XR1,SVs,1,1,1,TBL1X/Y related 1,0.359614,Extreme selection
TBL2,SVs,0,1,0,transducin beta like 2,0.0051607,Strong selection
TBPL1,SVs,0,1,1,TATA-box binding protein like 1,0.105311,Extreme selection
TBPL2,SVs,1,0,0,TATA-box binding protein like 2,0.00105309,Strong selection
TBRG4,SVs,0,1,0,transforming growth factor beta regulator 4,0.0214033,Extreme selection
TBX1,SVs,0,1,0,T-box transcription factor 1,0.0915511,Extreme selection
TBX10,SVs,0,1,0,T-box transcription factor 10,0.00260338,Strong selection
TBX15,SVs,0,1,1,T-box transcription factor 15,0.0749785,Extreme selection
TBX19,SVs,0,1,0,T-box transcription factor 19,0.00678442,Strong selection
TBX2,SVs,0,0,1,T-box transcription factor 2,0.256223,Extreme selection
TBX20,SVs,0,0,1,T-box transcription factor 20,0.21583,Extreme selection
TBX5,SVs,0,0,1,T-box transcription factor 5,0.274531,Extreme selection
TBXAS1,SVs,0,1,1,thromboxane A synthase 1,6.6802e-4,Weak selection
TBXT,SVs,0,1,0,T-box transcription factor T,0.0368545,Extreme selection
TC2N,SVs,1,1,1,tandem C2 domains%2C nuclear,0.00179087,Strong selection
TCAF1,SVs,1,1,1,TRPM8 channel associated factor 1,0.0516606,Extreme selection
TCAIM,SVs,0,1,1,T cell activation inhibitor%2C mitochondrial,0.0210173,Extreme selection
TCEA1,SVs,0,1,0,transcription elongation factor A1,0.0557786,Extreme selection
TCEA3,SVs,0,0,1,transcription elongation factor A3,0.00291985,Strong selection
TCEAL1,SVs,1,1,0,transcription elongation factor A like 1,0.155698,Extreme selection
TCEAL3,SVs,0,0,1,transcription elongation factor A like 3,0.1174,Extreme selection
TCERG1,SVs,0,0,1,transcription elongation regulator 1,0.190717,Extreme selection
TCERG1L,SVs,1,1,1,transcription elongation regulator 1 like,0.00470984,Strong selection
TCF12,SVs,1,1,1,transcription factor 12,0.0704658,Extreme selection
TCF15,SVs,0,0,1,transcription factor 15,0.0807814,Extreme selection
TCF20,SVs,0,1,1,transcription factor 20,0.386868,Extreme selection
TCF23,SVs,1,0,0,transcription factor 23,0.00299976,Strong selection
TCF24,SVs,0,0,1,transcription factor 24,0.0146837,Extreme selection
TCF25,SVs,0,4,0,transcription factor 25,0.0399155,Extreme selection
TCF3,SVs,1,1,0,transcription factor 3,0.0280812,Extreme selection
TCF4,SVs,1,1,1,transcription factor 4,0.631885,Extreme selection
TCF7,SVs,0,1,0,transcription factor 7,0.0183794,Extreme selection
TCF7L1,SVs,1,1,1,transcription factor 7 like 1,0.0645389,Extreme selection
TCF7L2,SVs,0,1,1,transcription factor 7 like 2,0.152025,Extreme selection
TCFL5,SVs,0,1,1,transcription factor like 5,0.266424,Extreme selection
TCHHL1,SVs,0,1,0,trichohyalin like 1,0.00697612,Strong selection
TCIM,SVs,0,1,0,transcriptional and immune response regulator,0.0127767,Extreme selection
TCL1B,SVs,0,1,0,TCL1 family AKT coactivator B,0.00231269,Strong selection
TCN1,SVs,0,1,1,transcobalamin 1,8.304e-4,Weak selection
TCN2,SVs,0,1,0,transcobalamin 2,0.00119729,Strong selection
TCOF1,SVs,0,1,1,treacle ribosome biogenesis factor 1,0.0511391,Extreme selection
TCP1,SVs,0,1,0,t-complex 1,0.182827,Extreme selection
TCP10L,SVs,0,0,2,t-complex 10 like,0.00114446,Strong selection
TCP10L2,SVs,0,4,0,t-complex 10 like 2,0.00193046,Strong selection
TCP10L2,SVs,0,4,0,t-complex 10 like 2 (pseudogene),0.00193046,Strong selection
TCP11L1,SVs,1,0,0,t-complex 11 like 1,0.0326169,Extreme selection
TCP11L2,SVs,0,1,0,t-complex 11 like 2,0.00141743,Strong selection
TCTN1,SVs,0,0,1,tectonic family member 1,0.0010711,Strong selection
TCTN2,SVs,1,1,0,tectonic family member 2,0.00245127,Strong selection
TCTN3,SVs,0,1,4,tectonic family member 3,0.00274794,Strong selection
TDG,SVs,1,0,0,thymine DNA glycosylase,6.2704e-4,Weak selection
TDO2,SVs,1,0,0,tryptophan 2%2C3-dioxygenase,9.1103e-4,Weak selection
TDP1,SVs,0,1,1,tyrosyl-DNA phosphodiesterase 1,0.00220329,Strong selection
TDP2,SVs,0,1,0,tyrosyl-DNA phosphodiesterase 2,0.0045256,Strong selection
TDRD10,SVs,1,0,1,tudor domain containing 10,0.0042974,Strong selection
TDRD12,SVs,0,1,0,tudor domain containing 12,6.066e-4,Weak selection
TDRD15,SVs,1,4,0,tudor domain containing 15,0.0163486,Extreme selection
TDRD3,SVs,1,1,0,tudor domain containing 3,0.0282166,Extreme selection
TDRD5,SVs,0,1,1,tudor domain containing 5,0.0651485,Extreme selection
TDRD7,SVs,1,0,0,tudor domain containing 7,0.0302138,Extreme selection
TDRD9,SVs,0,1,1,tudor domain containing 9,0.00438608,Strong selection
TDRP,SVs,0,1,1,testis development related protein,0.00230516,Strong selection
TEAD1,SVs,1,0,1,TEA domain transcription factor 1,0.422581,Extreme selection
TEAD2,SVs,0,1,0,TEA domain transcription factor 2,0.0161683,Extreme selection
TEAD3,SVs,0,1,1,TEA domain transcription factor 3,0.103425,Extreme selection
TEAD4,SVs,0,1,1,TEA domain transcription factor 4,0.0267632,Extreme selection
TEC,SVs,1,1,0,tec protein tyrosine kinase,0.0148279,Extreme selection
TECPR1,SVs,1,0,0,tectonin beta-propeller repeat containing 1,0.0137632,Extreme selection
TECPR2,SVs,0,1,1,tectonin beta-propeller repeat containing 2,0.0360939,Extreme selection
TECRL,SVs,0,4,1,trans-2%2C3-enoyl-CoA reductase like,9.7119e-4,Weak selection
TECTA,SVs,0,0,1,tectorin alpha,0.0131205,Extreme selection
TECTB,SVs,0,0,1,tectorin beta,0.00109402,Strong selection
TEDC1,SVs,0,1,1,tubulin epsilon and delta complex 1,0.00226654,Strong selection
TEDC2,SVs,0,0,1,tubulin epsilon and delta complex 2,0.00133802,Strong selection
TEF,SVs,1,0,1,TEF transcription factor%2C PAR bZIP family member,0.122452,Extreme selection
TEFM,SVs,0,0,1,transcription elongation factor%2C mitochondrial,0.0117465,Extreme selection
TEK,SVs,0,1,1,TEK receptor tyrosine kinase,0.149103,Extreme selection
TEKT1,SVs,0,1,1,tektin 1,0.0010567,Strong selection
TEKT4,SVs,0,1,0,tektin 4,7.1574e-4,Weak selection
TEKT5,SVs,1,1,1,tektin 5,7.2161e-4,Weak selection
TEKTL1,SVs,0,0,1,tektin like 1,7.4029e-4,Weak selection
TENM1,SVs,1,1,1,teneurin transmembrane protein 1,0.10295,Extreme selection
TENM2,SVs,1,1,1,teneurin transmembrane protein 2,0.109608,Extreme selection
TENM3,SVs,1,1,1,teneurin transmembrane protein 3,0.0798931,Extreme selection
TENM4,SVs,1,1,1,teneurin transmembrane protein 4,0.104752,Extreme selection
TENT2,SVs,0,1,1,terminal nucleotidyltransferase 2,0.0235729,Extreme selection
TENT4A,SVs,0,0,1,terminal nucleotidyltransferase 4A,0.217045,Extreme selection
TENT4B,SVs,1,0,0,terminal nucleotidyltransferase 4B,0.26468,Extreme selection
TENT5D,SVs,1,1,1,terminal nucleotidyltransferase 5D,0.189591,Extreme selection
TERB1,SVs,0,1,1,telomere repeat binding bouquet formation protein 1,0.0061869,Strong selection
TERB2,SVs,0,1,0,telomere repeat binding bouquet formation protein 2,0.00923335,Strong selection
TERF1,SVs,0,0,1,telomeric repeat binding factor 1,0.0103944,Extreme selection
TERF2,SVs,0,0,1,telomeric repeat binding factor 2,0.163392,Extreme selection
TERT,SVs,0,1,4,telomerase reverse transcriptase,0.0795479,Extreme selection
TES,SVs,0,4,1,testin LIM domain protein,0.00422275,Strong selection
TESC,SVs,0,0,1,tescalcin,0.0335293,Extreme selection
TESK2,SVs,0,1,1,testis associated actin remodelling kinase 2,0.00890339,Strong selection
TET1,SVs,1,1,1,tet methylcytosine dioxygenase 1,0.164362,Extreme selection
TET2,SVs,0,1,1,tet methylcytosine dioxygenase 2,0.00971794,Strong selection
TET3,SVs,0,1,1,tet methylcytosine dioxygenase 3,0.337563,Extreme selection
TEX101,SVs,1,1,0,testis expressed 101,7.5027e-4,Weak selection
TEX11,SVs,0,1,1,testis expressed 11,0.219375,Extreme selection
TEX12,SVs,0,1,0,testis expressed 12,0.00551451,Strong selection
TEX14,SVs,1,1,0,testis expressed 14%2C intercellular bridge forming factor,0.00140351,Strong selection
TEX15,SVs,0,1,1,testis expressed 15%2C meiosis and synapsis associated,0.00589598,Strong selection
TEX19,SVs,0,4,0,testis expressed 19,0.00630225,Strong selection
TEX2,SVs,1,1,1,testis expressed 2,0.0366846,Extreme selection
TEX22,SVs,0,1,1,testis expressed 22,0.00423667,Strong selection
TEX26,SVs,0,1,1,testis expressed 26,4.9057e-4,Weak selection
TEX29,SVs,0,0,1,testis expressed 29,0.00175045,Strong selection
TEX30,SVs,1,0,1,testis expressed 30,0.00146641,Strong selection
