loc_name	new_symbol	description
LOC117978217	NA	leucine-rich repeats and immunoglobulin-like domains protein 2
LOC100987295	NUTF2	nuclear transport factor 2
LOC100980598	NA	adenosine receptor A3
LOC129398196	GSTM2	glutathione S-transferase Mu 2
LOC117974945	NA	notch homolog 2 N-terminal-like protein A
LOC100989383	NA	cytochrome c oxidase subunit NDUFA4-like
LOC100983088	NA	alpha-amylase 2B
LOC134731004	NA	actin, alpha skeletal muscle-like
LOC103784303	NA	large ribosomal subunit protein uL22-like
LOC100990811	FPGT	fucose-1-phosphate guanylyltransferase
LOC129398700	NA	rab GDP dissociation inhibitor beta-like
LOC100967527	AGBL4	AGBL carboxypeptidase 4
LOC100971216	NA	large ribosomal subunit protein eL21-like
LOC112441405	NA	translation machinery-associated protein 7
LOC117979948	NA	blood group Rh(CE) polypeptide
LOC117979827	NA	chymotrypsin-like elastase family member 3B
LOC117979789	HGF	hepatocyte growth factor-like protein
LOC117979780	NA	FAM231A/C-like protein
LOC100976949	ESPN	espin-like
LOC129393675	NA	FAM231A/C-like protein
LOC100971481	HGF	hepatocyte growth factor-like protein
LOC117979769	NA	neuroblastoma breakpoint family member 15-like
LOC117978570	NA	FAM231A/C-like protein
LOC129392903	NA	FAM231A/C-like protein
LOC117979657	NA	rootletin-like
LOC117978309	PRAMEF17	PRAME family member 17
LOC129392992	PRAMEF11	PRAME family member 11-like
LOC117978020	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC117978589	PRAMEF15	PRAME family member 15-like
LOC129393929	PRAMEF8	PRAME family member 8-like
LOC134729819	PRAMEF15	PRAME family member 15-like
LOC117977904	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC117974243	PRAMEF1	PRAME family member 1-like
LOC100982456	PRAMEF15	PRAME family member 15
LOC134728924	PRAMEF15	PRAME family member 15-like
LOC134728929	PRAMEF10	PRAME family member 10
LOC134728932	PRAMEF8	PRAME family member 8-like
LOC134728940	PRAMEF11	PRAME family member 11-like
LOC117978587	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC134728943	PRAMEF10	PRAME family member 10
LOC117978253	PRAMEF8	PRAME family member 8
LOC117978313	PRAMEF1	PRAME family member 1-like
LOC134728945	PRAMEF15	PRAME family member 15-like
LOC134728947	PRAMEF18	PRAME family member 18-like
LOC100972854	PRAMEF1	PRAME family member 1
LOC100983450	PRAMEF8	PRAME family member 8
LOC129393902	NA	heterogeneous nuclear ribonucleoprotein C-like 3
LOC129398150	PRAMEF11	PRAME family member 11-like
LOC134728953	PRAMEF10	PRAME family member 10-like
LOC134729822	PRAMEF15	PRAME family member 15-like
LOC134729810	PRAMEF15	PRAME family member 15-like
LOC129395010	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC117976417	PRAMEF15	PRAME family member 15-like
LOC134728957	PRAMEF17	PRAME family member 17-like
LOC134728384	PRAMEF18	PRAME family member 18-like
LOC129395020	PRAMEF1	PRAME family member 1-like
LOC117978450	PRAMEF11	PRAME family member 11-like
LOC134729814	PRAMEF10	PRAME family member 10
LOC129393904	PRAMEF8	PRAME family member 8-like
LOC117978312	PRAMEF15	PRAME family member 15-like
LOC134728965	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC117978449	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC129393894	PRAMEF15	PRAME family member 15-like
LOC134728967	PRAMEF15	PRAME family member 15-like
LOC134729815	PRAMEF10	PRAME family member 10-like
LOC134728968	PRAMEF17	PRAME family member 17-like
LOC129393936	PRAMEF10	PRAME family member 10
LOC134728972	NA	heterogeneous nuclear ribonucleoprotein C-like 1
LOC134728973	PRAMEF11	PRAME family member 11-like
LOC134728979	PRAMEF15	PRAME family member 15-like
LOC117978023	PRAMEF15	PRAME family member 15-like
LOC117978274	PRAMEF15	PRAME family member 15-like
LOC117976428	PRAMEF15	PRAME family member 15-like
LOC117978720	PRAMEF11	PRAME family member 11
LOC117979561	PRAMEF1	PRAME family member 1-like
LOC117976372	PRAMEF18	PRAME family member 18
LOC100967961	NA	ATPase family AAA domain-containing protein 3B
LOC117978719	PRAMEF15	PRAME family member 15-like
LOC100970807	NA	tubulin beta-8 chain-like
LOC134731052	NA	atherin-like
LOC117978671	NA	tubulin beta-8 chain-like
LOC100990608	NA	contactin-6
LOC100989577	NA	contactin-4
LOC100972901	NA	large ribosomal subunit protein eL29-like
LOC134729922	NA	proline-rich protein HaeIII subfamily 1-like
LOC100995302	RAD54L2	RAD54 like 2
LOC129397513	NA	DNA primase large subunit-like
LOC100971931	NA	olfactory receptor 5H14
LOC100995664	NA	olfactory receptor 5H15
LOC100971597	NA	olfactory receptor 5H1
LOC100987245	NA	putative protein ARB2BP
LOC129397422	NA	ATP synthase subunit a-like
LOC100994493	NA	ribosome biogenesis protein NOP53
LOC134729904	NA	ferritin heavy chain-like
LOC100978661	NA	collagen alpha-4(VI) chain-like
LOC100990106	CP	ceruloplasmin-like
LOC100971854	HTR3E	5-hydroxytryptamine receptor 3E
LOC129397482	NA	ATP-binding cassette sub-family F member 2
LOC100969087	NA	small ribosomal subunit protein uS10
LOC117974248	NA	mucin-20
LOC100975254	NA	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like
LOC117979566	NA	BRD4-interacting chromatin-remodeling complex-associated protein
LOC106634644	NA	large ribosomal subunit protein uL22-like
LOC129397525	NA	putative protein FAM157B
LOC100979556	NA	RWD domain-containing protein 4-like
LOC134730236	NA	DNA damage up-regulated protein
LOC117979902	NA	basic salivary proline-rich protein 1-like
LOC117978776	JSRP1	junctional sarcoplasmic reticulum protein 1-like
LOC100987783	NA	serine/threonine-protein kinase 32B
LOC134730250	ZNF626	zinc finger protein 626-like
LOC134730254	NA	brahma-associated protein of 60 kDa-like
LOC117978099	NA	endogenous retrovirus group K member 6 Env polyprotein-like
LOC106634665	NA	histone H3.v1-like
LOC100978366	NA	putative cytosolic acyl coenzyme A thioester hydrolase-like
LOC100982199	NA	cytochrome c oxidase subunit 7B2, mitochondrial
LOC100974973	NA	histone H2A.Z
LOC100982184	NA	histone H3.3A-like
LOC100986527	NDST4	N-deacetylase and N-sulfotransferase 4
LOC100988236	SMIM43	small integral membrane protein 43
LOC100994754	NA	serine/threonine-protein phosphatase 4 regulatory subunit 3A-like
LOC117974336	NA	protein salvador homolog 1
LOC117980150	NA	proline-rich protein 36-like
LOC100988158	NA	myotubularin-related protein 9-like
LOC100991754	HPF1	histone PARylation factor 1
LOC103786936	NA	atherin-like
LOC129397647	NA	embryonic stem cell-related gene protein-like
LOC100972981	NA	myosin regulatory light chain 12B
LOC134730220	NA	double homeobox protein 4C-like
LOC134730329	NA	protein FRG2-like-1
LOC117978370	NA	protein FRG2-like-1
LOC129397663	NA	olfactory receptor 4K3-like
LOC129393692	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC129394276	NA	histone-lysine N-methyltransferase PRDM7-like
LOC129393698	NA	tubulin beta-8 chain-like
LOC129393699	NA	putative protein FAM157A
LOC129398493	NA	tubulin beta-8 chain-like
LOC134728417	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC134730344	NA	B-cell CLL/lymphoma 9-like protein
LOC134730354	NA	palmitoyltransferase ZDHHC11-like
LOC134730359	NA	palmitoyltransferase ZDHHC11
LOC134730414	NA	alpha/beta hydrolase domain-containing protein 17A-like
LOC129397856	NA	basic salivary proline-rich protein 3-like
LOC100974473	NA	elongation factor 1-alpha 1-like
LOC129397727	NA	elongation factor 1-alpha 1-like
LOC117980224	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC129397736	NA	histone H3.X
LOC134730419	NA	TATA-box binding protein associated factor 11 like protein 2
LOC117980226	NA	histone H3.Y
LOC129397734	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC117977872	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC134730470	NA	histone H3.Y-like
LOC129397861	NA	TATA-box-binding protein-associated factor 11-like protein 12
LOC117980241	NA	large ribosomal subunit protein eL28
LOC129397877	ERVFC1	endogenous retrovirus group FC1 Env polyprotein-like
LOC100983684	NA	small EDRK-rich factor 1
LOC112439852	NA	mitochondrial import receptor subunit TOM5 homolog
LOC100987409	NA	E3 ubiquitin-protein ligase RNF138-like
LOC129397789	PTMS	parathymosin-like
LOC100973071	NA	proteasome activator complex subunit 2-like
LOC117980334	NA	putative POM121-like protein 1-like
LOC134730447	NA	T-box transcription factor TBX1-like
LOC129397807	NA	elongation factor 1-alpha 1-like
LOC100987868	NA	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like
LOC100988105	NA	protocadherin beta-6
LOC103783390	NA	protocadherin beta-10
LOC100979108	NA	protocadherin gamma-C3
LOC130541557	NA	protocadherin gamma-B2-like
LOC100990579	NA	actin, cytoplasmic 1
LOC100994017	NA	inorganic pyrophosphatase-like
LOC100972750	NA	SUMO-interacting motif-containing protein 1-like
LOC117978296	NA	protein FAM153A-like
LOC106634832	NA	high mobility group protein B3-like
LOC100967708	NA	olfactory receptor 2V2
LOC129392967	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC100975257	NA	testis expressed protein 56
LOC100978953	NA	histone H2A type 1-A
LOC100979289	NA	histone H2B type 1-A
LOC103784504	NA	histone H3.1-like
LOC100992212	NA	histone H4
LOC100990167	NA	histone H2A type 1-C
LOC100983789	NA	putative butyrophilin subfamily 2 member A3
LOC100976134	BTN3A1	butyrophilin subfamily 3 member A1
LOC100975566	BTN2A2	butyrophilin subfamily 2 member A2
LOC100976925	BTN3A3	butyrophilin subfamily 3 member A3
LOC134730542	NA	olfactory receptor 2J2
LOC100991359	NA	olfactory receptor 12D1
LOC100978457	NA	patr class I histocompatibility antigen, CH28 alpha chain
LOC103783493	NA	protein shisa-5
LOC134730586	NA	far upstream element-binding protein 2
LOC134730587	NA	HLA class II histocompatibility antigen, DR beta 5 chain
LOC100986750	NA	HLA class II histocompatibility antigen, DRB1 beta chain
LOC100979649	NA	HLA class II histocompatibility antigen, DQ alpha 1 chain
LOC100972994	NA	HLA class II histocompatibility antigen, DQ beta 1 chain
LOC100994561	NA	HLA class II histocompatibility antigen, DP beta 1 chain-like
LOC117980785	NA	myosin regulatory light chain 12B-like
LOC134730495	NA	basic proline-rich protein-like
LOC100977571	NA	trem-like transcript 4 protein
LOC100974653	NA	trem-like transcript 4 protein
LOC103784121	NA	glutathione S-transferase A3-like
LOC103786681	NA	histone-binding protein RBBP4-like
LOC129392939	NA	protein C1orf43 homolog
LOC100974207	NA	eyes shut homolog
LOC129397988	NA	nucleoside diphosphate kinase 7-like
LOC129398100	NA	protein eyes shut homolog
LOC117980609	NA	protein eyes shut homolog
LOC134730596	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129397984	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129397987	NA	zinc finger CCCH domain-containing protein 11C-like
LOC117978267	NA	protein eyes shut homolog
LOC129398099	NA	protein eyes shut homolog
LOC129398006	NA	protein eyes shut homolog
LOC129398003	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129397990	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129398002	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129397993	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129398004	NA	zinc finger CCCH domain-containing protein 11C-like
LOC117978454	NA	protein eyes shut homolog
LOC117978417	NA	protein C1orf43 homolog
LOC117978173	NA	protein eyes shut homolog
LOC129397991	NA	protein eyes shut homolog
LOC129397998	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129397995	NA	zinc finger CCCH domain-containing protein 11C-like
LOC129398008	NA	nucleoside diphosphate kinase 7-like
LOC100977566	CYB5R4	cytochrome b5 reductase 4
LOC134730609	AHCY	adenosylhomocysteinase-like
LOC103786829	NA	mitochondrial import inner membrane translocase subunit TIM14-like
LOC100991105	NA	dehydrogenase/reductase SDR family member 6-like
LOC134728420	NA	centrosomal protein of 57 kDa-like
LOC134730531	NA	putative apolipoprotein(a)-like protein 2
LOC134730533	NA	apolipoprotein(a)-like
LOC134730534	NA	apolipoprotein(a)-like
LOC134730535	NA	apolipoprotein(a)-like
LOC129398082	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC129398388	NA	phosphoglucomutase-like protein 5
LOC117981174	NA	spectrin beta chain, non-erythrocytic 5-like
LOC100968954	NA	putative protein ZNF815
LOC100976634	NA	vacuolar fusion protein CCZ1 homolog B
LOC129393039	RSPH10B	radial spoke head 10 homolog B
LOC117980870	NA	vacuolar fusion protein CCZ1 homolog B
LOC129398304	NA	chitobiosyldiphosphodolichol beta-mannosyltransferase-like
LOC100977958	NA	protein-lysine N-methyltransferase EEF2KMT-like
LOC100991543	NA	dual specificity protein kinase CLK2-like
LOC103784145	NA	protein C-mannosyl-transferase DPY19L1
LOC100981379	NA	retinitis pigmentosa 9 protein
LOC117980919	NA	probable C-mannosyltransferase DPY19L2
LOC100968685	NA	probable G-protein coupled receptor 141
LOC100995139	AMPH	amphiphysin
LOC117980958	NA	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial-like
LOC129398426	STMP1	short transmembrane mitochondrial protein 1-like
LOC100994550	NA	trinucleotide repeat-containing gene 18 protein-like
LOC103783255	INTS4	integrator complex subunit 4-like protein 2
LOC129393052	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6-like
LOC100982215	INTS4	integrator complex subunit 4-like protein 2
LOC100996208	NA	S-phase kinase-associated protein 1-like
LOC100992172	SBDS	SBDS ribosome maturation factor
LOC100969148	NA	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1
LOC129398327	NA	speedy protein E18-like
LOC117978413	NA	uroplakin-3b-like
LOC117977839	NA	probable E3 ubiquitin-protein ligase DTX2
LOC134730681	NA	ras GTPase-activating protein 4-like
LOC117978262	NA	huntingtin-interacting protein 1
LOC134730684	NA	rasGAP-activating-like protein 1
LOC117978326	NA	putative speedy protein E21
LOC117977910	NA	huntingtin-interacting protein 1-like
LOC117981027	NA	rasGAP-activating-like protein 1
LOC117978259	NA	putative speedy protein E21
LOC129398227	NA	huntingtin-interacting protein 1-like
LOC134730683	NA	rasGAP-activating-like protein 1
LOC117981014	NA	ras GTPase-activating protein 4-like
LOC134730782	NA	speedy protein E2B-like
LOC134730682	NA	speedy protein E1-like
LOC129393061	NA	putative postmeiotic segregation increased 2-like protein 2
LOC117978562	NA	probable E3 ubiquitin-protein ligase DTX2
LOC117981012	NA	putative speedy protein E7
LOC129393016	NA	protein CASP-like
LOC129392959	NA	protein CASP-like
LOC134730690	NA	putative speedy protein E21
LOC134730696	NA	putative postmeiotic segregation increased 2-like protein 3
LOC134730697	NA	putative postmeiotic segregation increased 2-like protein 3
LOC117978385	NA	putative speedy protein E21
LOC117978386	NA	putative postmeiotic segregation increased 2-like protein 3
LOC134730689	NA	putative speedy protein E21
LOC117977794	NA	putative speedy protein E21
LOC134730695	NA	putative postmeiotic segregation increased 2-like protein 3
LOC117978586	NA	putative speedy protein E21
LOC129398328	NA	ras GTPase-activating protein 4-like
LOC129392994	NA	ras GTPase-activating protein 4-like
LOC129398241	NA	huntingtin-interacting protein 1-like
LOC129398249	NA	putative STAG3-like protein 2
LOC134728377	NA	speedy protein E12-like
LOC134730694	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129393017	NA	speedy protein E12
LOC129398260	NA	speedy protein E12-like
LOC129398263	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129398262	NA	speedy protein E12-like
LOC129398251	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129398242	NA	speedy protein E12-like
LOC129398257	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129398264	NA	speedy protein E12-like
LOC129398253	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129398255	NA	putative postmeiotic segregation increased 2-like protein 1
LOC129398259	NA	postmeiotic segregation increased 2-like protein 5
LOC117981049	NA	speedy protein E12
LOC130541667	NA	putative postmeiotic segregation increased 2-like protein 2
LOC129398161	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17-like
LOC117978808	NA	speedy protein E18-like
LOC117978809	NA	protein CASP-like
LOC117978810	NA	probable E3 ubiquitin-protein ligase DTX2
LOC103784512	NA	general transcription factor II-I repeat domain-containing protein 1-like
LOC117981019	NA	protein CASP-like
LOC117981018	NA	speedy protein E1-like
LOC117978304	NA	protein FAM185A
LOC129398172	NA	LINE-1 retrotransposable element ORF2 protein
LOC100967964	NA	putative protein SEM1
LOC100972043	NA	ras GTPase-activating protein 4
LOC100968901	NA	large ribosomal subunit protein uL30-like
LOC117981107	NA	serine/threonine-protein kinase tousled-like 2
LOC100976427	NA	large ribosomal subunit protein eL27-like
LOC100974082	NA	large ribosomal subunit protein eL15-like
LOC100989368	KEL	Kell metallo-endopeptidase (Kell blood group)
LOC100981101	NA	olfactory receptor 10AC1
LOC103786425	ZNF746	zinc finger protein 746
LOC129398374	NA	large ribosomal subunit protein uL10
LOC100989958	NA	protein FAM87A
LOC100991783	NA	neutrophil defensin 1
LOC129395848	NA	neutrophil defensin 1
LOC129395849	NA	neutrophil defensin 1
LOC129395845	NA	neutrophil defensin 1-like
LOC129395846	NA	neutrophil defensin 1
LOC117981308	NA	meiosis expressed gene 1 protein homolog
LOC117978165	NA	beta-defensin 134
LOC129395836	NA	proline-rich protein 23D1-like
LOC129395894	NA	protein FAM90A15-like
LOC129395895	NA	protein FAM90A15-like
LOC129395897	NA	protein FAM90A15-like
LOC129395898	NA	protein FAM90A15
LOC129395899	NA	protein FAM90A15-like
LOC129395900	NA	protein FAM90A15-like
LOC129395901	NA	protein FAM90A15-like
LOC117981556	NA	protein FAM90A15-like
LOC129395902	NA	beta-defensin 107A
LOC129395893	NA	protein FAM90A15-like
LOC129395885	NA	beta-defensin 130B-like
LOC134730860	NA	beta-defensin 131A-like
LOC100992112	NA	translation initiation factor IF-2
LOC129392922	NA	sperm-associated antigen 11A-like
LOC129395876	NA	beta-defensin 104A
LOC129395860	NA	protein FAM90A15-like
LOC129395862	NA	protein FAM90A15-like
LOC129395863	NA	protein FAM90A15-like
LOC129395865	NA	protein FAM90A15-like
LOC129395866	NA	protein FAM90A15-like
LOC129395867	NA	protein FAM90A15-like
LOC134730861	NA	protein FAM90A15-like
LOC129395858	NA	olfactory receptor 7E24-like
LOC129395840	NA	beta-defensin 130B-like
LOC129395842	NA	beta-defensin 131A-like
LOC100989933	NA	protein-lysine N-methyltransferase EEF2KMT-like
LOC134730962	NA	beta-defensin 134
LOC129398500	NA	protein FAM90A15-like
LOC129398512	NA	protein FAM90A15-like
LOC134730864	NA	beta-defensin 104A-like
LOC129398579	NA	protein FAM90A15-like
LOC129395887	NA	beta-defensin 131A-like
LOC134731040	NA	beta-defensin 130B-like
LOC117981344	NA	beta-defensin 104A
LOC129398578	NA	proline-rich protein 23D1-like
LOC134730867	NA	protein FAM90A15-like
LOC129398513	NA	protein FAM90A15-like
LOC129398519	NA	protein FAM90A15-like
LOC134730868	NA	protein FAM90A15-like
LOC134730869	NA	protein FAM90A15-like
LOC117978522	NA	beta-defensin 131A
LOC117981327	NA	beta-defensin 134
LOC117981342	NA	olfactory receptor 7E24-like
LOC100975471	NA	suppression of tumorigenicity 18 protein
LOC100995677	NA	26S proteasome regulatory subunit 10B-like
LOC129398521	NA	exonuclease GOR-like
LOC134730880	NA	exonuclease GOR-like
LOC134730881	NA	exonuclease GOR-like
LOC134730882	NA	exonuclease GOR-like
LOC134730883	NA	exonuclease GOR
LOC134730886	NA	exonuclease GOR-like
LOC134730887	NA	exonuclease GOR-like
LOC134730888	NA	exonuclease GOR-like
LOC134730889	NA	exonuclease GOR
LOC134730890	NA	exonuclease GOR-like
LOC134730891	NA	exonuclease GOR-like
LOC134730892	NA	exonuclease GOR-like
LOC134730893	NA	exonuclease GOR-like
LOC134730894	NA	exonuclease GOR-like
LOC134730895	NA	exonuclease GOR-like
LOC134730896	NA	exonuclease GOR-like
LOC134730897	NA	exonuclease GOR-like
LOC134730898	NA	exonuclease GOR-like
LOC134730899	NA	exonuclease GOR-like
LOC129398452	NA	exonuclease GOR-like
LOC134730900	NA	exonuclease GOR-like
LOC134730901	NA	exonuclease GOR-like
LOC134730902	NA	exonuclease GOR-like
LOC134730903	NA	exonuclease GOR-like
LOC134730904	NA	putative exonuclease GOR
LOC134730905	NA	exonuclease GOR-like
LOC134730906	NA	exonuclease GOR
LOC134730907	NA	putative exonuclease GOR
LOC134730908	NA	exonuclease GOR-like
LOC134730909	NA	exonuclease GOR-like
LOC134730910	NA	exonuclease GOR-like
LOC134730911	NA	exonuclease GOR-like
LOC134730912	NA	exonuclease GOR-like
LOC134730913	NA	exonuclease GOR-like
LOC134730914	NA	exonuclease GOR
LOC134730915	NA	exonuclease GOR
LOC134730916	NA	exonuclease GOR-like
LOC134730917	NA	exonuclease GOR
LOC134730918	NA	exonuclease GOR-like
LOC134730919	NA	exonuclease GOR
LOC134730923	NA	exonuclease GOR-like
LOC134730924	NA	putative exonuclease GOR
LOC134730926	NA	exonuclease GOR-like
LOC134730927	NA	exonuclease GOR-like
LOC134730928	NA	putative exonuclease GOR
LOC134730929	NA	exonuclease GOR
LOC134730930	NA	putative exonuclease GOR
LOC134730931	NA	exonuclease GOR-like
LOC134730932	NA	putative exonuclease GOR
LOC134730933	NA	exonuclease GOR-like
LOC134730934	NA	exonuclease GOR-like
LOC134730935	NA	exonuclease GOR-like
LOC134730936	NA	putative exonuclease GOR
LOC134730937	NA	exonuclease GOR-like
LOC129398443	NA	exonuclease GOR
LOC134730938	NA	exonuclease GOR-like
LOC134730939	NA	exonuclease GOR-like
LOC129398522	NA	exonuclease GOR-like
LOC100978605	NA	small ribosomal subunit protein eS26-like
LOC117981464	NA	small ribosomal subunit protein uS12-like
LOC117981477	NA	high mobility group protein B1-like
LOC134731012	NA	large ribosomal subunit protein uL11
LOC134730838	NA	fibrous sheath CABYR-binding protein-like
LOC100988315	NA	aldo-keto reductase family 1 member C15-like
LOC129393155	RBIS	ribosomal biogenesis factor-like
LOC117979556	NA	RNA-binding motif protein, X-linked-like-2
LOC129393187	NA	small ribosomal subunit protein eS26
LOC100985125	NA	leucine-rich repeat-containing protein 37A2-like
LOC100985455	NA	outer dynein arm-docking complex subunit 2
LOC100973318	NA	outer dynein arm-docking complex subunit 2
LOC100977039	SVIL	supervillin
LOC130540526	NA	WAS/WASL-interacting protein family member 1-like
LOC103782649	ZNF25	zinc finger protein 25
LOC117974454	RSU1	ras suppressor protein 1-like
LOC117974457	PARG	poly(ADP-ribose) glycohydrolase-like
LOC100969124	NA	anthrax toxin receptor-like
LOC117974579	ANXA8	annexin A8
LOC117974576	NA	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5
LOC100985247	NA	putative inactive neutral ceramidase B
LOC100970446	NUTM2D	NUT family member 2D-like
LOC129392945	NA	cadherin-23-like
LOC117978206	NUTM2D	NUT family member 2D-like
LOC129393227	NA	protein GVQW1-like
LOC100995486	NA	large ribosomal subunit protein uL13
LOC117977999	NUTM2D	NUT family member 2D-like
LOC117974671	NUTM2D	NUT family member 2D
LOC129393243	NA	large ribosomal subunit protein eL15
LOC100975385	NA	forkhead box protein K2
LOC103785691	NA	scavenger receptor cysteine-rich domain-containing protein SCART1
LOC100983226	NA	scavenger receptor cysteine-rich domain-containing protein SCART1-like
LOC134731153	NA	mucin-3B-like
LOC129392990	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC117978129	NA	phosphoglucomutase-like protein 5
LOC129393261	NA	alpha/beta hydrolase domain-containing protein 17A-like
LOC100977930	NA	beta-defensin 125
LOC117979216	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
LOC117976139	NA	cytosolic phospholipase A2 beta
LOC117978083	NA	spectrin beta chain, non-erythrocytic 5-like
LOC117977862	NA	olfactory receptor 4K3-like
LOC129393264	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC129393262	NA	tubulin beta-8 chain-like
LOC117974810	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC100971164	NA	interferon-induced transmembrane protein 3
LOC134731185	NA	basic proline-rich protein-like
LOC100981745	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2
LOC129393300	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393314	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393315	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393303	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393326	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2
LOC117978393	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC117975122	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393450	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393319	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393425	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC134731183	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393308	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393312	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393429	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393325	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393320	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393322	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393358	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129393404	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC100982657	NA	hemoglobin subunit gamma-1
LOC100979149	NA	hemoglobin subunit gamma-2
LOC100980536	NA	olfactory receptor 51B2
LOC100981207	NA	olfactory receptor 51B6
LOC100979491	NA	olfactory receptor 51B5
LOC100977464	NA	olfactory receptor 51M1
LOC100980872	NA	olfactory receptor 51J1
LOC100978488	NA	olfactory receptor 52D1
LOC100983089	NA	olfactory receptor 52H1
LOC100986112	NA	olfactory receptor 52N1
LOC100985787	NA	olfactory receptor 52E6
LOC100988813	NA	olfactory receptor 56A5
LOC100974335	NA	olfactory receptor 6A2
LOC100974662	NA	olfactory receptor 10A2
LOC100975556	NA	olfactory receptor 2D3
LOC134731223	NA	cytochrome c oxidase subunit 7C, mitochondrial
LOC100968825	NA	small ribosomal subunit protein uS5-like
LOC103786048	GLTP	glycolipid transfer protein-like
LOC134731193	CHAF1A	chromatin assembly factor 1 subunit A-like
LOC100980316	NA	glutamate carboxypeptidase 2
LOC117975111	NOX4	NADPH oxidase 4-like
LOC100981724	NA	olfactory receptor 4A8-like
LOC100993894	NA	olfactory receptor 4C11-like
LOC100995252	NA	olfactory receptor 5D13-like
LOC100974842	NA	olfactory receptor 8K5
LOC106634409	NA	olfactory receptor 8H1-like
LOC100978318	NA	glycine N-acyltransferase-like protein 1
LOC117974284	NA	pepsin A-4
LOC117974931	NA	pepsin A-5
LOC130540634	NA	keratin-associated protein 5-10
LOC129393285	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 22
LOC100969991	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 22
LOC112437414	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 22
LOC100994139	FOLR1	folate receptor alpha
LOC100981351	NA	NADPH--cytochrome P450 reductase-like
