sample	pop	mean_pi	std_pi	stderr_pi	n_sites
NA18632	nonAFR	0.0161218	0.125944	1.10259e-05	130475909
NA18633	nonAFR	0.0161398	0.126013	1.10319e-05	130475909
NA18634	nonAFR	0.0165077	0.127417	1.11548e-05	130475909
NA18635	nonAFR	0.0161996	0.126242	1.1052e-05	130475909
NA18636	nonAFR	0.0163324	0.12675	1.10964e-05	130475909
NA18638	nonAFR	0.0162456	0.126418	1.10674e-05	130475909
NA18639	nonAFR	0.0160313	0.125596	1.09954e-05	130475909
NA18640	nonAFR	0.0165262	0.127488	1.1161e-05	130475909
NA18642	nonAFR	0.0168195	0.128595	1.12579e-05	130475909
NA18643	nonAFR	0.0160909	0.125825	1.10155e-05	130475909
NA18644	nonAFR	0.0165495	0.127576	1.11687e-05	130475909
NA18645	nonAFR	0.0159609	0.125324	1.09716e-05	130475909
NA18646	nonAFR	0.0166094	0.127803	1.11886e-05	130475909
NA18647	nonAFR	0.016302	0.126634	1.10863e-05	130475909
NA18648	nonAFR	0.0162662	0.126498	1.10743e-05	130475909
NA18740	nonAFR	0.01615	0.126052	1.10353e-05	130475909
NA18745	nonAFR	0.016195	0.126225	1.10504e-05	130475909
NA18748	nonAFR	0.0161702	0.12613	1.10421e-05	130475909
NA18749	nonAFR	0.0160772	0.125772	1.10108e-05	130475909
NA18757	nonAFR	0.016215	0.126302	1.10572e-05	130475909
NA18939	nonAFR	0.0164261	0.127107	1.11277e-05	130475909
NA18940	nonAFR	0.0162549	0.126454	1.10705e-05	130475909
NA18941	nonAFR	0.0164324	0.127131	1.11298e-05	130475909
NA18942	nonAFR	0.0166583	0.127988	1.12048e-05	130475909
NA18943	nonAFR	0.0161519	0.12606	1.1036e-05	130475909
NA18944	nonAFR	0.0159917	0.125443	1.0982e-05	130475909
NA18945	nonAFR	0.0160245	0.12557	1.09931e-05	130475909
NA18946	nonAFR	0.0166444	0.127935	1.12002e-05	130475909
NA18947	nonAFR	0.0166332	0.127893	1.11965e-05	130475909
NA18948	nonAFR	0.0160522	0.125676	1.10024e-05	130475909
NA18949	nonAFR	0.0163908	0.126973	1.11159e-05	130475909
NA18950	nonAFR	0.0166223	0.127851	1.11928e-05	130475909
NA18951	nonAFR	0.0166698	0.128031	1.12086e-05	130475909
NA18952	nonAFR	0.016013	0.125525	1.09892e-05	130475909
NA18953	nonAFR	0.0159301	0.125205	1.09612e-05	130475909
NA18954	nonAFR	0.0166994	0.128143	1.12183e-05	130475909
NA18956	nonAFR	0.0165324	0.127511	1.11631e-05	130475909
NA18957	nonAFR	0.0165397	0.127539	1.11655e-05	130475909
NA18959	nonAFR	0.0161707	0.126132	1.10423e-05	130475909
NA18960	nonAFR	0.0161888	0.126201	1.10484e-05	130475909
NA18961	nonAFR	0.0159967	0.125462	1.09837e-05	130475909
NA18962	nonAFR	0.016254	0.126451	1.10702e-05	130475909
NA18964	nonAFR	0.0164978	0.12738	1.11515e-05	130475909
NA18965	nonAFR	0.0162963	0.126613	1.10844e-05	130475909
NA18966	nonAFR	0.0162414	0.126403	1.1066e-05	130475909
NA18967	nonAFR	0.0160649	0.125725	1.10067e-05	130475909
NA18968	nonAFR	0.016448	0.127191	1.1135e-05	130475909
NA18969	nonAFR	0.0164462	0.127184	1.11344e-05	130475909
NA18970	nonAFR	0.0161105	0.125901	1.10221e-05	130475909
NA18971	nonAFR	0.016049	0.125664	1.10013e-05	130475909
NA18972	nonAFR	0.0165638	0.12763	1.11735e-05	130475909
NA18973	nonAFR	0.0166251	0.127862	1.11938e-05	130475909
NA18975	nonAFR	0.0166842	0.128085	1.12133e-05	130475909
NA18976	nonAFR	0.0165003	0.127389	1.11524e-05	130475909
NA18977	nonAFR	0.0163189	0.126699	1.1092e-05	130475909
NA18979	nonAFR	0.0166563	0.12798	1.12041e-05	130475909
NA18981	nonAFR	0.0164243	0.1271	1.11271e-05	130475909
NA18984	nonAFR	0.0156242	0.124016	1.08571e-05	130475909
NA18985	nonAFR	0.0159601	0.125321	1.09713e-05	130475909
NA18986	nonAFR	0.0162988	0.126622	1.10852e-05	130475909
NA18989	nonAFR	0.0160918	0.125829	1.10158e-05	130475909
NA18990	nonAFR	0.0161586	0.126085	1.10382e-05	130475909
NA18991	nonAFR	0.0165475	0.127568	1.11681e-05	130475909
NA18992	nonAFR	0.0155845	0.123861	1.08435e-05	130475909
NA18993	nonAFR	0.0165088	0.127422	1.11552e-05	130475909
NA18994	nonAFR	0.016068	0.125737	1.10078e-05	130475909
NA18995	nonAFR	0.0158914	0.125056	1.09481e-05	130475909
NA18997	nonAFR	0.0162738	0.126526	1.10768e-05	130475909
NA18999	nonAFR	0.0166277	0.127872	1.11946e-05	130475909
NA19000	nonAFR	0.016216	0.126305	1.10575e-05	130475909
NA19001	nonAFR	0.0167117	0.128189	1.12224e-05	130475909
NA19002	nonAFR	0.0165209	0.127467	1.11592e-05	130475909
NA19003	nonAFR	0.0163705	0.126895	1.11092e-05	130475909
NA19004	nonAFR	0.01608	0.125783	1.10118e-05	130475909
NA19005	nonAFR	0.0163181	0.126696	1.10917e-05	130475909
NA19006	nonAFR	0.0160148	0.125532	1.09898e-05	130475909
NA19007	nonAFR	0.0161553	0.126073	1.10371e-05	130475909
NA19009	nonAFR	0.0161604	0.126092	1.10388e-05	130475909
NA19010	nonAFR	0.0163955	0.126991	1.11175e-05	130475909
NA19011	nonAFR	0.0167374	0.128286	1.12309e-05	130475909
NA19012	nonAFR	0.0146089	0.119981	1.05038e-05	130475909
NA19055	nonAFR	0.01615	0.126052	1.10353e-05	130475909
NA19057	nonAFR	0.0164771	0.127301	1.11447e-05	130475909
NA19063	nonAFR	0.0161396	0.126012	1.10318e-05	130475909
NA19064	nonAFR	0.0166471	0.127945	1.12011e-05	130475909
NA19065	nonAFR	0.0165156	0.127448	1.11575e-05	130475909
NA19066	nonAFR	0.0161391	0.12601	1.10317e-05	130475909
NA19067	nonAFR	0.0160783	0.125777	1.10112e-05	130475909
NA19086	nonAFR	0.0161128	0.12591	1.10228e-05	130475909
NA19087	nonAFR	0.0165621	0.127624	1.11729e-05	130475909
NA19088	nonAFR	0.0160947	0.12584	1.10167e-05	130475909
NA19089	nonAFR	0.0161198	0.125936	1.10252e-05	130475909
NA19090	nonAFR	0.0164229	0.127095	1.11266e-05	130475909
NA19091	nonAFR	0.0159048	0.125107	1.09526e-05	130475909
HG02070	nonAFR	0.0161829	0.126179	1.10464e-05	130475909
HGDP00491	nonAFR	0.0143164	0.118792	1.03997e-05	130475909
HGDP00542	nonAFR	0.0133168	0.114628	1.00352e-05	130475909
HGDP00655	nonAFR	0.0145928	0.119916	1.04981e-05	130475909
HGDP00661	nonAFR	0.0150561	0.121776	1.0661e-05	130475909
HGDP00662	nonAFR	0.0146478	0.120138	1.05176e-05	130475909
LP6005441-DNA_B03	nonAFR	0.0147499	0.12055	1.05536e-05	130475909
LP6005443-DNA_D08	nonAFR	0.0137759	0.11656	1.02043e-05	130475909
LP6005443-DNA_E08	nonAFR	0.0137415	0.116416	1.01917e-05	130475909
HGDP00033	nonAFR	0.0169978	0.129263	1.13164e-05	130475909
HGDP00035	nonAFR	0.0178795	0.132513	1.1601e-05	130475909
HGDP00037	nonAFR	0.0172401	0.130165	1.13954e-05	130475909
HGDP00039	nonAFR	0.0172698	0.130275	1.1405e-05	130475909
HGDP00041	nonAFR	0.01523	0.122467	1.07214e-05	130475909
HGDP00043	nonAFR	0.017703	0.13187	1.15446e-05	130475909
HGDP00045	nonAFR	0.0174454	0.130924	1.14618e-05	130475909
HGDP00047	nonAFR	0.0181503	0.133495	1.16869e-05	130475909
HGDP00049	nonAFR	0.017747	0.132031	1.15587e-05	130475909
HGDP00052	nonAFR	0.015597	0.12391	1.08478e-05	130475909
HGDP00054	nonAFR	0.0171563	0.129854	1.13681e-05	130475909
HGDP00056	nonAFR	0.0179179	0.132653	1.16132e-05	130475909
HGDP00062	nonAFR	0.017435	0.130885	1.14585e-05	130475909
HGDP00064	nonAFR	0.015847	0.124884	1.0933e-05	130475909
HGDP00066	nonAFR	0.016553	0.127589	1.11699e-05	130475909
HGDP00068	nonAFR	0.0163148	0.126683	1.10906e-05	130475909
HGDP00096	nonAFR	0.0163621	0.126864	1.11064e-05	130475909
HGDP00098	nonAFR	0.0162314	0.126364	1.10627e-05	130475909
HGDP00102	nonAFR	0.0179167	0.132649	1.16128e-05	130475909
HGDP00103	nonAFR	0.0175654	0.131366	1.15005e-05	130475909
HGDP00104	nonAFR	0.0179604	0.132808	1.16267e-05	130475909
HGDP00105	nonAFR	0.0167421	0.128304	1.12324e-05	130475909
HGDP00106	nonAFR	0.0176899	0.131822	1.15404e-05	130475909
HGDP00108	nonAFR	0.0172026	0.130026	1.13832e-05	130475909
HGDP00109	nonAFR	0.0170391	0.129417	1.13299e-05	130475909
HGDP00110	nonAFR	0.0176991	0.131855	1.15434e-05	130475909
HGDP00115	nonAFR	0.0175551	0.131328	1.14972e-05	130475909
HGDP00118	nonAFR	0.0175158	0.131183	1.14845e-05	130475909
HGDP00129	nonAFR	0.0179562	0.132792	1.16254e-05	130475909
HGDP00131	nonAFR	0.017658	0.131705	1.15302e-05	130475909
HGDP00134	nonAFR	0.0169997	0.12927	1.1317e-05	130475909
HGDP00135	nonAFR	0.0175377	0.131264	1.14916e-05	130475909
HGDP00136	nonAFR	0.0180775	0.133232	1.16639e-05	130475909
HGDP00137	nonAFR	0.0171872	0.129968	1.13782e-05	130475909
HGDP00139	nonAFR	0.0190505	0.136703	1.19677e-05	130475909
HGDP00140	nonAFR	0.0183625	0.134258	1.17537e-05	130475909
HGDP00141	nonAFR	0.0173411	0.130539	1.14281e-05	130475909
HGDP00143	nonAFR	0.017632	0.13161	1.15219e-05	130475909
HGDP00144	nonAFR	0.0180805	0.133243	1.16648e-05	130475909
HGDP00146	nonAFR	0.0164912	0.127355	1.11493e-05	130475909
HGDP00148	nonAFR	0.017784	0.132166	1.15705e-05	130475909
HGDP00149	nonAFR	0.0184478	0.134564	1.17805e-05	130475909
HGDP00153	nonAFR	0.0182459	0.13384	1.17171e-05	130475909
HGDP00154	nonAFR	0.017387	0.130709	1.1443e-05	130475909
HGDP00155	nonAFR	0.0182625	0.133899	1.17223e-05	130475909
HGDP00158	nonAFR	0.0153613	0.122985	1.07668e-05	130475909
HGDP00161	nonAFR	0.016244	0.126412	1.10669e-05	130475909
HGDP00163	nonAFR	0.0170636	0.129508	1.13379e-05	130475909
HGDP00169	nonAFR	0.0175213	0.131203	1.14863e-05	130475909
HGDP00171	nonAFR	0.0163521	0.126826	1.1103e-05	130475909
HGDP00173	nonAFR	0.0191763	0.137144	1.20064e-05	130475909
HGDP00177	nonAFR	0.0189008	0.136175	1.19215e-05	130475909
HGDP00181	nonAFR	0.0161694	0.126127	1.10419e-05	130475909
HGDP00185	nonAFR	0.017981	0.132882	1.16333e-05	130475909
HGDP00187	nonAFR	0.0178719	0.132486	1.15986e-05	130475909
HGDP00189	nonAFR	0.0177273	0.131959	1.15524e-05	130475909
HGDP00191	nonAFR	0.0159637	0.125335	1.09725e-05	130475909
HGDP00210	nonAFR	0.0182839	0.133976	1.1729e-05	130475909
HGDP00213	nonAFR	0.0174432	0.130916	1.14611e-05	130475909
HGDP00214	nonAFR	0.0179764	0.132865	1.16318e-05	130475909
HGDP00224	nonAFR	0.0165835	0.127705	1.118e-05	130475909
HGDP00226	nonAFR	0.0177904	0.132189	1.15726e-05	130475909
HGDP00228	nonAFR	0.0178981	0.132581	1.16069e-05	130475909
HGDP00239	nonAFR	0.0185359	0.134879	1.18081e-05	130475909
HGDP00241	nonAFR	0.017476	0.131036	1.14717e-05	130475909
HGDP00244	nonAFR	0.017782	0.132158	1.15699e-05	130475909
HGDP00247	nonAFR	0.0179819	0.132885	1.16335e-05	130475909
HGDP00248	nonAFR	0.017523	0.13121	1.14868e-05	130475909
HGDP00251	nonAFR	0.0146994	0.120347	1.05358e-05	130475909
HGDP00259	nonAFR	0.0159743	0.125376	1.09761e-05	130475909
HGDP00262	nonAFR	0.0168883	0.128853	1.12805e-05	130475909
HGDP00274	nonAFR	0.0170304	0.129385	1.13271e-05	130475909
HGDP00279	nonAFR	0.0175235	0.131211	1.1487e-05	130475909
HGDP00288	nonAFR	0.0163199	0.126703	1.10923e-05	130475909
HGDP00298	nonAFR	0.0174427	0.130914	1.1461e-05	130475909
HGDP00302	nonAFR	0.0165814	0.127697	1.11793e-05	130475909
HGDP00304	nonAFR	0.017223	0.130101	1.13898e-05	130475909
HGDP00307	nonAFR	0.0174082	0.130787	1.14498e-05	130475909
HGDP00309	nonAFR	0.0160935	0.125835	1.10163e-05	130475909
HGDP00311	nonAFR	0.0169018	0.128904	1.1285e-05	130475909
HGDP00315	nonAFR	0.0172479	0.130194	1.13979e-05	130475909
HGDP00319	nonAFR	0.0167297	0.128257	1.12283e-05	130475909
HGDP00323	nonAFR	0.0173221	0.130468	1.14219e-05	130475909
HGDP00330	nonAFR	0.0166068	0.127793	1.11877e-05	130475909
HGDP00333	nonAFR	0.016736	0.12828	1.12304e-05	130475909
HGDP00341	nonAFR	0.0176547	0.131693	1.15291e-05	130475909
HGDP00346	nonAFR	0.0170902	0.129607	1.13466e-05	130475909
HGDP00351	nonAFR	0.0177323	0.131977	1.1554e-05	130475909
HGDP00364	nonAFR	0.0177846	0.132168	1.15707e-05	130475909
HGDP00382	nonAFR	0.0179572	0.132796	1.16257e-05	130475909
HGDP00388	nonAFR	0.0176328	0.131613	1.15221e-05	130475909
HGDP00392	nonAFR	0.0175133	0.131174	1.14837e-05	130475909
HGDP00397	nonAFR	0.0170101	0.129309	1.13204e-05	130475909
HGDP00402	nonAFR	0.0178159	0.132282	1.15807e-05	130475909
HGDP00407	nonAFR	0.0176214	0.131571	1.15185e-05	130475909
HGDP00412	nonAFR	0.0178923	0.13256	1.16051e-05	130475909
HGDP00417	nonAFR	0.0177346	0.131985	1.15547e-05	130475909
HGDP00438	nonAFR	0.0175849	0.131437	1.15067e-05	130475909
HGDP00444	nonAFR	0.0183577	0.134241	1.17523e-05	130475909
LP6005441-DNA_C07	nonAFR	0.0177484	0.132036	1.15591e-05	130475909
LP6005441-DNA_C10	nonAFR	0.017615	0.131547	1.15164e-05	130475909
LP6005441-DNA_D01	nonAFR	0.0162214	0.126326	1.10593e-05	130475909
LP6005441-DNA_D03	nonAFR	0.0178309	0.132336	1.15855e-05	130475909
LP6005441-DNA_E06	nonAFR	0.0161661	0.126114	1.10408e-05	130475909
LP6005441-DNA_F03	nonAFR	0.01833	0.134142	1.17435e-05	130475909
LP6005441-DNA_F05	nonAFR	0.0176389	0.131635	1.15241e-05	130475909
LP6005441-DNA_H11	nonAFR	0.0182203	0.133747	1.1709e-05	130475909
HGDP00119	nonAFR	0.01781	0.13226	1.15788e-05	130475909
HGDP00321	nonAFR	0.0165071	0.127415	1.11547e-05	130475909
HG01583	nonAFR	0.0178442	0.132385	1.15897e-05	130475909
HG01589	nonAFR	0.0169344	0.129026	1.12956e-05	130475909
HG01593	nonAFR	0.017429	0.130864	1.14565e-05	130475909
HG02490	nonAFR	0.0169364	0.129033	1.12963e-05	130475909
HG02491	nonAFR	0.0183652	0.134268	1.17546e-05	130475909
HG02493	nonAFR	0.0178059	0.132245	1.15775e-05	130475909
HG02494	nonAFR	0.0182072	0.1337	1.17049e-05	130475909
HG02597	nonAFR	0.0175813	0.131424	1.15056e-05	130475909
HG02601	nonAFR	0.0184382	0.13453	1.17775e-05	130475909
HG02603	nonAFR	0.0175519	0.131316	1.14961e-05	130475909
HG02604	nonAFR	0.0161488	0.126048	1.10349e-05	130475909
HG02648	nonAFR	0.0165369	0.127528	1.11646e-05	130475909
HG02649	nonAFR	0.0170569	0.129483	1.13357e-05	130475909
HG02654	nonAFR	0.0177392	0.132002	1.15562e-05	130475909
HG02661	nonAFR	0.0184022	0.134401	1.17662e-05	130475909
HG02681	nonAFR	0.0177707	0.132117	1.15663e-05	130475909
HG02684	nonAFR	0.0151237	0.122045	1.06845e-05	130475909
HG02685	nonAFR	0.0172366	0.130152	1.13942e-05	130475909
HG02687	nonAFR	0.0174692	0.131012	1.14695e-05	130475909
HG02696	nonAFR	0.0179916	0.132921	1.16366e-05	130475909
HG02697	nonAFR	0.0180848	0.133258	1.16662e-05	130475909
HG02699	nonAFR	0.0165034	0.127401	1.11534e-05	130475909
HG02724	nonAFR	0.0175944	0.131472	1.15098e-05	130475909
HG02725	nonAFR	0.0180994	0.133311	1.16708e-05	130475909
HG02727	nonAFR	0.0176455	0.131659	1.15262e-05	130475909
HG02728	nonAFR	0.0182024	0.133683	1.17033e-05	130475909
HG02731	nonAFR	0.0185951	0.13509	1.18266e-05	130475909
HG02733	nonAFR	0.0176575	0.131703	1.153e-05	130475909
HG02736	nonAFR	0.0178519	0.132413	1.15922e-05	130475909
HG02737	nonAFR	0.0184123	0.134437	1.17694e-05	130475909
HG02775	nonAFR	0.018111	0.133353	1.16745e-05	130475909
HG02778	nonAFR	0.0179893	0.132912	1.16359e-05	130475909
HG02780	nonAFR	0.0162369	0.126385	1.10645e-05	130475909
HG02783	nonAFR	0.0174986	0.13112	1.1479e-05	130475909
HG02787	nonAFR	0.0177519	0.132048	1.15603e-05	130475909
HG02789	nonAFR	0.0177616	0.132084	1.15634e-05	130475909
HG02790	nonAFR	0.0179131	0.132636	1.16117e-05	130475909
HG02792	nonAFR	0.017732	0.131976	1.15539e-05	130475909
HG02793	nonAFR	0.0182727	0.133936	1.17255e-05	130475909
HG03006	nonAFR	0.0179857	0.132899	1.16348e-05	130475909
HG03007	nonAFR	0.0180825	0.13325	1.16654e-05	130475909
HG03009	nonAFR	0.0178756	0.132499	1.15997e-05	130475909
HG03012	nonAFR	0.0179967	0.132939	1.16383e-05	130475909
HG03016	nonAFR	0.0181881	0.133631	1.16988e-05	130475909
HG03018	nonAFR	0.0176239	0.13158	1.15193e-05	130475909
HG03021	nonAFR	0.0175408	0.131275	1.14925e-05	130475909
HG03022	nonAFR	0.0167998	0.128521	1.12514e-05	130475909
HG03228	nonAFR	0.0171191	0.129715	1.1356e-05	130475909
HG03229	nonAFR	0.0172675	0.130266	1.14043e-05	130475909
HG03234	nonAFR	0.0178443	0.132385	1.15898e-05	130475909
HG03235	nonAFR	0.0183993	0.13439	1.17653e-05	130475909
HG03238	nonAFR	0.0183324	0.13415	1.17443e-05	130475909
HG03488	nonAFR	0.0184593	0.134605	1.17841e-05	130475909
HG03490	nonAFR	0.0167471	0.128322	1.12341e-05	130475909
HG03491	nonAFR	0.0183998	0.134392	1.17655e-05	130475909
HG03585	nonAFR	0.0177559	0.132063	1.15616e-05	130475909
HG03589	nonAFR	0.018277	0.133951	1.17268e-05	130475909
HG03593	nonAFR	0.0177131	0.131907	1.15479e-05	130475909
HG03594	nonAFR	0.0176214	0.131571	1.15185e-05	130475909
HG03595	nonAFR	0.0184687	0.134639	1.17871e-05	130475909
HG03598	nonAFR	0.0184136	0.134442	1.17698e-05	130475909
HG03600	nonAFR	0.0175889	0.131452	1.1508e-05	130475909
HG03603	nonAFR	0.0179079	0.132617	1.161e-05	130475909
HG03604	nonAFR	0.0182308	0.133785	1.17123e-05	130475909
HG03607	nonAFR	0.0183332	0.134153	1.17445e-05	130475909
HG03611	nonAFR	0.0183748	0.134302	1.17576e-05	130475909
HG03615	nonAFR	0.0172073	0.130043	1.13847e-05	130475909
HG03616	nonAFR	0.0183686	0.13428	1.17557e-05	130475909
HG03619	nonAFR	0.0177189	0.131928	1.15497e-05	130475909
HG03629	nonAFR	0.0177742	0.13213	1.15674e-05	130475909
HG03634	nonAFR	0.0183251	0.134124	1.1742e-05	130475909
HG03636	nonAFR	0.0177532	0.132053	1.15607e-05	130475909
HG03640	nonAFR	0.0179796	0.132877	1.16328e-05	130475909
HG03643	nonAFR	0.0181042	0.133328	1.16723e-05	130475909
HG03644	nonAFR	0.0178547	0.132423	1.15931e-05	130475909
HG03645	nonAFR	0.0182622	0.133898	1.17222e-05	130475909
HG03649	nonAFR	0.0179542	0.132785	1.16247e-05	130475909
HG03652	nonAFR	0.0177625	0.132087	1.15636e-05	130475909
HG03653	nonAFR	0.0183805	0.134323	1.17594e-05	130475909
HG03663	nonAFR	0.0176617	0.131719	1.15314e-05	130475909
HG03667	nonAFR	0.0173606	0.130611	1.14344e-05	130475909
HG03672	nonAFR	0.0171215	0.129724	1.13568e-05	130475909
HG03679	nonAFR	0.0175089	0.131158	1.14823e-05	130475909
HG03680	nonAFR	0.0176717	0.131755	1.15346e-05	130475909
HG03684	nonAFR	0.0179343	0.132713	1.16184e-05	130475909
HG03685	nonAFR	0.017679	0.131782	1.15369e-05	130475909
HG03686	nonAFR	0.0174469	0.130929	1.14623e-05	130475909
HG03690	nonAFR	0.0163326	0.126751	1.10965e-05	130475909
HG03691	nonAFR	0.0177338	0.131982	1.15545e-05	130475909
HG03692	nonAFR	0.0177451	0.132023	1.15581e-05	130475909
HG03693	nonAFR	0.017665	0.131731	1.15325e-05	130475909
HG03694	nonAFR	0.0179852	0.132897	1.16346e-05	130475909
HG03695	nonAFR	0.017184	0.129956	1.13771e-05	130475909
HG03698	nonAFR	0.0181435	0.13347	1.16847e-05	130475909
HG03702	nonAFR	0.0180527	0.133142	1.1656e-05	130475909
HG03703	nonAFR	0.0182637	0.133904	1.17227e-05	130475909
HG03705	nonAFR	0.0175808	0.131422	1.15054e-05	130475909
HG03706	nonAFR	0.0181681	0.133559	1.16925e-05	130475909
HG03708	nonAFR	0.0177105	0.131897	1.1547e-05	130475909
HG03709	nonAFR	0.0183066	0.134058	1.17362e-05	130475909
HG03711	nonAFR	0.0171157	0.129703	1.13549e-05	130475909
HG03713	nonAFR	0.0177254	0.131952	1.15518e-05	130475909
HG03714	nonAFR	0.0184156	0.134449	1.17704e-05	130475909
HG03716	nonAFR	0.0178779	0.132508	1.16005e-05	130475909
HG03717	nonAFR	0.017872	0.132486	1.15986e-05	130475909
HG03718	nonAFR	0.0172874	0.13034	1.14107e-05	130475909
HG03727	nonAFR	0.0176345	0.131619	1.15227e-05	130475909
HG03729	nonAFR	0.0177214	0.131937	1.15505e-05	130475909
HG03730	nonAFR	0.0181273	0.133412	1.16796e-05	130475909
HG03731	nonAFR	0.0181377	0.13345	1.16829e-05	130475909
HG03733	nonAFR	0.0173813	0.130687	1.14411e-05	130475909
HG03736	nonAFR	0.0183293	0.134139	1.17433e-05	130475909
HG03738	nonAFR	0.0167003	0.128146	1.12186e-05	130475909
HG03740	nonAFR	0.0162316	0.126365	1.10627e-05	130475909
HG03741	nonAFR	0.0175717	0.131388	1.15025e-05	130475909
HG03742	nonAFR	0.0178095	0.132259	1.15787e-05	130475909
HG03743	nonAFR	0.0171618	0.129874	1.13699e-05	130475909
HG03744	nonAFR	0.0178202	0.132297	1.15821e-05	130475909
HG03750	nonAFR	0.0174427	0.130914	1.14609e-05	130475909
HG03752	nonAFR	0.0172615	0.130244	1.14023e-05	130475909
HG03757	nonAFR	0.0183287	0.134137	1.17431e-05	130475909
HG03760	nonAFR	0.0183014	0.134039	1.17346e-05	130475909
HG03762	nonAFR	0.018484	0.134694	1.17918e-05	130475909
HG03765	nonAFR	0.0184304	0.134502	1.1775e-05	130475909
HG03767	nonAFR	0.0174547	0.130958	1.14648e-05	130475909
HG03772	nonAFR	0.0176782	0.131779	1.15367e-05	130475909
HG03773	nonAFR	0.0169256	0.128993	1.12928e-05	130475909
HG03774	nonAFR	0.0180218	0.13303	1.16462e-05	130475909
HG03775	nonAFR	0.0173582	0.130602	1.14336e-05	130475909
HG03777	nonAFR	0.017657	0.131701	1.15299e-05	130475909
HG03778	nonAFR	0.0176313	0.131607	1.15216e-05	130475909
HG03785	nonAFR	0.0172283	0.130121	1.13915e-05	130475909
HG03786	nonAFR	0.0169238	0.128986	1.12922e-05	130475909
HG03787	nonAFR	0.018301	0.134038	1.17344e-05	130475909
HG03789	nonAFR	0.018326	0.134127	1.17423e-05	130475909
HG03790	nonAFR	0.0175804	0.13142	1.15053e-05	130475909
HG03792	nonAFR	0.0172084	0.130047	1.13851e-05	130475909
HG03793	nonAFR	0.0182149	0.133728	1.17073e-05	130475909
HG03800	nonAFR	0.0179447	0.132751	1.16217e-05	130475909
HG03802	nonAFR	0.0182184	0.13374	1.17084e-05	130475909
HG03803	nonAFR	0.0177618	0.132085	1.15634e-05	130475909
HG03808	nonAFR	0.0182937	0.134011	1.17321e-05	130475909
HG03809	nonAFR	0.0177834	0.132163	1.15703e-05	130475909
HG03812	nonAFR	0.017836	0.132355	1.15871e-05	130475909
HG03817	nonAFR	0.0178611	0.132446	1.15951e-05	130475909
HG03824	nonAFR	0.0176715	0.131754	1.15345e-05	130475909
HG03826	nonAFR	0.0182973	0.134024	1.17332e-05	130475909
HG03829	nonAFR	0.0179521	0.132777	1.16241e-05	130475909
HG03830	nonAFR	0.0178189	0.132293	1.15817e-05	130475909
HG03832	nonAFR	0.0184594	0.134606	1.17841e-05	130475909
HG03833	nonAFR	0.0178592	0.13244	1.15945e-05	130475909
HG03836	nonAFR	0.0173453	0.130554	1.14295e-05	130475909
HG03837	nonAFR	0.0153376	0.122892	1.07586e-05	130475909
HG03838	nonAFR	0.0174721	0.131022	1.14704e-05	130475909
HG03844	nonAFR	0.017181	0.129945	1.13762e-05	130475909
HG03846	nonAFR	0.01777	0.132114	1.1566e-05	130475909
HG03848	nonAFR	0.0178129	0.132271	1.15797e-05	130475909
HG03849	nonAFR	0.0181578	0.133522	1.16893e-05	130475909
HG03850	nonAFR	0.0175074	0.131152	1.14818e-05	130475909
HG03854	nonAFR	0.0167766	0.128434	1.12438e-05	130475909
HG03856	nonAFR	0.0173984	0.130751	1.14467e-05	130475909
HG03857	nonAFR	0.0183037	0.134047	1.17353e-05	130475909
HG03858	nonAFR	0.0169709	0.129162	1.13076e-05	130475909
HG03861	nonAFR	0.017581	0.131423	1.15055e-05	130475909
HG03862	nonAFR	0.0161716	0.126135	1.10426e-05	130475909
HG03863	nonAFR	0.0181021	0.133321	1.16717e-05	130475909
HG03864	nonAFR	0.017572	0.13139	1.15026e-05	130475909
HG03866	nonAFR	0.0176302	0.131603	1.15213e-05	130475909
HG03867	nonAFR	0.0167769	0.128434	1.12439e-05	130475909
HG03868	nonAFR	0.0180772	0.133231	1.16638e-05	130475909
HG03869	nonAFR	0.0177868	0.132176	1.15714e-05	130475909
HG03870	nonAFR	0.0176903	0.131823	1.15406e-05	130475909
HG03872	nonAFR	0.0177534	0.132054	1.15607e-05	130475909
HG03873	nonAFR	0.0182091	0.133707	1.17055e-05	130475909
HG03874	nonAFR	0.018369	0.134282	1.17558e-05	130475909
HG03875	nonAFR	0.0167772	0.128436	1.1244e-05	130475909
HG03882	nonAFR	0.0181858	0.133623	1.16981e-05	130475909
HG03884	nonAFR	0.0173838	0.130697	1.14419e-05	130475909
HG03887	nonAFR	0.0175908	0.131459	1.15086e-05	130475909
HG03888	nonAFR	0.0182373	0.133808	1.17143e-05	130475909
HG03890	nonAFR	0.0178582	0.132436	1.15942e-05	130475909
HG03895	nonAFR	0.0171812	0.129946	1.13762e-05	130475909
HG03896	nonAFR	0.016104	0.125875	1.10199e-05	130475909
HG03897	nonAFR	0.0181895	0.133636	1.16993e-05	130475909
HG03898	nonAFR	0.0174376	0.130895	1.14593e-05	130475909
HG03899	nonAFR	0.0171015	0.12965	1.13503e-05	130475909
HG03900	nonAFR	0.0170198	0.129345	1.13236e-05	130475909
HG03902	nonAFR	0.0178788	0.132511	1.16008e-05	130475909
HG03913	nonAFR	0.0182478	0.133846	1.17177e-05	130475909
HG03920	nonAFR	0.0177493	0.132039	1.15594e-05	130475909
HG03922	nonAFR	0.0183037	0.134047	1.17353e-05	130475909
