gene	description	Western	Western x Central	Central	Eastern
SNAP47	synaptosome associated protein 47	3	3	3	3
TMEM51-AS2	TMEM51 antisense RNA 2	2	2	1	1
LOC101058068	uncharacterized LOC101058068	2	4	3	3
KAZN	kazrin, periplakin interacting protein	3	3	3	3
JMJD4	jumonji domain containing 4	3	2	2	3
ZNF678	zinc finger protein 678	3	3	1	3
LOC107969893	uncharacterized LOC107969893	2	1	1	1
LOC112207055	U6 spliceosomal RNA	1	1	1	1
PRDM2	PR/SET domain 2	3	4	3	3
LOC112207363	small Cajal body-specific RNA 11	1	1	1	1
PDPN	podoplanin	2	2	2	1
LRRC38	leucine rich repeat containing 38	3	3	3	3
LOC104004764	uncharacterized LOC104004764	1	1	1	1
LOC104006290	uncharacterized LOC104006290	1	2	2	2
PRAMEF20	PRAME family member 20	3	3	1	3
PRAMEF17	PRAME family member 17	3	3	3	3
LOC112208570	PRAME family member 19	3	3	2	3
LOC129135277	PRAME family member 1	3	3	3	3
LOC129143384	uncharacterized LOC129143384	1	1	1	1
LOC129138211	PRAME family member 11-like	3	3	3	3
LOC129143377	heterogeneous nuclear ribonucleoprotein C-like 3	3	3	3	3
LOC129143368	PRAME family member 10-like	3	3	0	3
LOC129138498	U6 spliceosomal RNA	1	0	0	1
PRAMEF8	PRAME family member 8	3	0	0	3
LOC129143374	PRAME family member 1-like	3	0	0	1
LOC129143362	PRAME family member 15-like	3	0	0	3
LOC129143379	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	0	3
LOC129143370	PRAME family member 2	4	3	0	4
LOC129143363	PRAME family member 15-like	3	1	0	3
LOC129143376	heterogeneous nuclear ribonucleoprotein C-like 3	3	3	0	0
LOC129143367	PRAME family member 10-like	3	3	0	0
LOC112207989	U6 spliceosomal RNA	1	1	1	1
LOC129143355	PRAME family member 8-like	3	3	3	0
LOC129143373	PRAME family member 1-like	4	4	3	3
LOC746419	PRAME family member 15	3	3	3	3
LOC129141462	PRAME family member 10-like	3	3	1	3
LOC129141427	PRAME family member 8-like	3	3	0	0
LOC129138493	U6 spliceosomal RNA	1	1	0	0
LOC129143375	PRAME family member 1-like	3	3	0	0
LOC129141459	PRAME family member 15-like	3	3	0	1
LOC112207983	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	1	3
LOC129141483	PRAME family member 15-like	3	3	0	0
LOC129143353	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	0	0
LOC112207869	U6 spliceosomal RNA	1	1	0	1
LOC129143351	PRAME family member 8	4	3	0	3
LOC129143350	PRAME family member 1-like	3	3	0	1
LOC129143347	PRAME family member 15-like	3	3	0	1
LOC129143343	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	0	3
LOC129143342	PRAME family member 2	3	3	0	4
LOC750374	PRAME family member 15	3	3	0	3
LOC129143341	heterogeneous nuclear ribonucleoprotein C-like 2	3	0	1	3
LOC129138499	U6 spliceosomal RNA	1	1	1	1
LOC469825	PRAME family member	3	3	3	3
LOC129143340	PRAME family member 1-like	4	3	3	3
LOC129143336	PRAME family member 15-like	3	3	3	3
LOC129143339	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	3	3
LOC742000	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	0	0
LOC129143179	PRAME family member 15-like	3	3	3	3
LOC129143178	heterogeneous nuclear ribonucleoprotein C-like 1	3	3	3	3
LOC129143177	PRAME family member 10-like	3	3	3	0
LOC129138503	U6 spliceosomal RNA	1	1	1	0
LOC129143176	PRAME family member 8-like	3	3	3	0
LOC129143175	PRAME family member 1-like	4	3	3	0
LOC129143173	PRAME family member 15-like	3	3	3	3
LOC469819	PRAME family member 10-like	3	3	4	3
LOC134807682	uncharacterized LOC134807682	1	1	1	1
LOC112207701	U6 spliceosomal RNA	1	1	1	1
LOC129135421	PRAME family member 8-like	3	3	3	3
LOC129143171	PRAME family member 14-like	3	3	3	3
LOC129143170	PRAME family member 15	3	4	4	3
LOC746704	PRAME family member 18	4	3	3	1
LOC107966473	PRAME family member 1-like	3	3	3	3
LOC129143165	uncharacterized LOC129143165	1	1	0	1
LOC129143332	PRAME family member 11-like	3	3	1	3
LOC129143334	heterogeneous nuclear ribonucleoprotein C-like 2	3	3	3	3
LOC129135344	PRAME family member 18-like	4	1	4	0
LOC129143162	PRAME family member 17-like	4	3	4	0
LOC129135337	PRAME family member 15-like	3	3	3	0
LOC129143158	PRAME family member 14-like	3	3	3	0
LOC129138496	U6 spliceosomal RNA	1	1	1	0
LOC129143331	PRAME family member 8-like	3	3	3	0
LOC129138041	PRAME family member 10-like	3	3	3	0
LOC112207730	heterogeneous nuclear ribonucleoprotein C-like 1	3	3	3	3
LOC746501	PRAME family member 15	3	3	0	3
LOC129143155	PRAME family member 2-like	3	4	1	3
LOC129143154	heterogeneous nuclear ribonucleoprotein C-like 1	3	3	1	3
LOC129143152	PRAME family member 15-like	3	3	1	1
LOC129138495	U6 spliceosomal RNA	1	1	0	0
LOC129143150	PRAME family member 1-like	3	3	0	0
PRAMEF7	PRAME family member 7	4	4	0	1
LOC129143147	PRAME family member 10	3	3	0	3
HNRNPCL1	heterogeneous nuclear ribonucleoprotein C like 1	3	3	0	4
LOC129137951	PRAME family member 11-like	3	3	3	3
LOC107972969	uncharacterized LOC107972969	1	1	1	1
LOC749132	PRAME family member 1	4	4	3	4
LOC736510	PRAME family member 18	3	3	3	3
LOC741911	PRAME family member 17	3	3	3	3
LOC745735	PRAME family member 15-like	3	3	3	3
LOC112204064	PRAME family member 1-like	3	3	2	3
PRAMEF12	PRAME family member 12	3	3	3	3
CFAP107	cilia and flagella associated protein 107	1	1	1	1
LOC112207413	small nucleolar RNA U13	1	1	1	1
AADACL3	arylacetamide deacetylase like 3	3	3	3	3
AADACL4	arylacetamide deacetylase like 4	3	3	3	3
DHRS3	dehydrogenase/reductase 3	2	2	1	1
LOC112207612	small nucleolar RNA ACA59	1	1	1	1
VPS13D	vacuolar protein sorting 13 homolog D	3	3	3	3
TNFRSF1B	TNF receptor superfamily member 1B	3	3	2	2
TNFRSF8	TNF receptor superfamily member 8	3	3	2	3
LOC112207006	U6 spliceosomal RNA	1	1	1	1
MIIP	migration and invasion inhibitory protein	3	3	2	3
MFN2	mitofusin 2	3	3	3	2
PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	3	3	3	2
KIAA2013	KIAA2013	3	3	2	2
LOC107974921	uncharacterized LOC107974921	1	1	1	1
LOC112206945	U5 spliceosomal RNA	1	1	1	1
NPPB	natriuretic peptide B	2	2	3	3
NPPA	natriuretic peptide A	4	2	2	1
CLCN6	chloride voltage-gated channel 6	3	3	3	3
MTHFR	methylenetetrahydrofolate reductase	3	3	3	3
C1H1orf167	chromosome 1 C1orf167 homolog	4	4	4	4
AGTRAP	angiotensin II receptor associated protein	3	3	1	3
DRAXIN	dorsal inhibitory axon guidance protein	2	3	3	2
MAD2L2	mitotic arrest deficient 2 like 2	2	2	2	2
FBXO6	F-box protein 6	3	3	3	3
FBXO44	F-box protein 44	3	3	2	1
FBXO2	F-box protein 2	1	2	2	1
DISP3	dispatched RND transporter family member 3	3	3	3	3
LOC107974889	uncharacterized LOC107974889	2	1	1	1
AHCTF1	AT-hook containing transcription factor 1	4	3	3	3
UBIAD1	UbiA prenyltransferase domain containing 1	2	2	2	1
LOC107974887	uncharacterized LOC107974887	1	1	1	1
MTOR	mechanistic target of rapamycin kinase	3	3	2	2
LOC112207005	U6 spliceosomal RNA	1	1	1	1
ANGPTL7	angiopoietin like 7	1	3	3	2
LOC112207575	small nucleolar RNA U13	1	1	1	1
EXOSC10	exosome component 10	3	3	2	3
CDC42BPA	CDC42 binding protein kinase alpha	3	3	3	3
SRM	spermidine synthase	2	2	1	2
MASP2	MBL associated serine protease 2	3	3	3	2
TARDBP	TAR DNA binding protein	2	2	2	1
C1H1orf127	chromosome 1 C1orf127 homolog	3	3	3	3
LOC134809418	uncharacterized LOC134809418	1	1	1	1
CASZ1	castor zinc finger 1	3	3	3	3
LOC101058046	uncharacterized LOC101058046	3	3	1	3
PEX14	peroxisomal biogenesis factor 14	2	2	2	2
DFFA	DNA fragmentation factor subunit alpha	3	2	3	3
CENPS	centromere protein S	2	3	1	1
CORT	cortistatin	3	3	3	3
PGD	phosphogluconate dehydrogenase	3	3	3	3
KIF1B	kinesin family member 1B	3	3	3	2
LOC112206958	U6 spliceosomal RNA	1	1	1	1
UBE4B	ubiquitination factor E4B	4	3	3	2
LOC112207022	U6 spliceosomal RNA	1	1	1	1
RBP7	retinol binding protein 7	1	1	2	1
NMNAT1	nicotinamide nucleotide adenylyltransferase 1	1	4	1	2
LOC113391336	uncharacterized LOC113391336	3	4	3	4
LZIC	leucine zipper and CTNNBIP1 domain containing	1	3	1	1
LOC129136469	uncharacterized LOC129136469	2	1	1	1
CTNNBIP1	catenin beta interacting protein 1	2	4	1	1
CLSTN1	calsyntenin 1	2	3	3	3
PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	2	2	2	3
LOC107974851	uncharacterized LOC107974851	1	1	2	1
LOC746645	putative uncharacterized protein PIK3CD-AS1	1	1	1	1
TMEM201	transmembrane protein 201	3	3	3	3
SLC25A33	solute carrier family 25 member 33	1	1	2	3
LOC129136452	uncharacterized LOC129136452	1	1	1	1
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	2	2	2	2
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	3	3	3	4
LOC104006072	uncharacterized LOC104006072	2	1	1	2
MIR34A	microRNA mir-34a	1	1	1	1
GPR157	G protein-coupled receptor 157	2	3	1	1
LOC112207354	small Cajal body-specific RNA 16	1	1	1	1
SLC2A5	solute carrier family 2 member 5	3	3	2	4
SLC2A7	solute carrier family 2 member 7	4	4	3	2
CA6	carbonic anhydrase 6	3	3	3	3
COQ8A	coenzyme Q8A	2	2	2	2
LOC107974792	uncharacterized LOC107974792	1	1	1	1
LOC112207062	U6 spliceosomal RNA	1	1	1	1
ENO1	enolase 1	2	2	2	2
LOC112207383	small nucleolar RNA SNORA77	1	1	1	1
LOC134807573	uncharacterized LOC134807573	1	1	1	1
RERE	arginine-glutamic acid dipeptide repeats	3	3	3	3
SLC45A1	solute carrier family 45 member 1	3	3	3	2
LOC112207069	U6 spliceosomal RNA	1	1	1	1
LOC112206888	U1 spliceosomal RNA	1	1	1	1
LOC134808052	uncharacterized LOC134808052	1	1	1	1
ERRFI1	ERBB receptor feedback inhibitor 1	3	3	3	2
LOC134809420	uncharacterized LOC134809420	1	2	2	1
PARK7	Parkinsonism associated deglycase	3	3	4	3
PSEN2	presenilin 2	2	2	2	2
TNFRSF9	TNF receptor superfamily member 9	3	3	3	3
UTS2	urotensin 2	2	3	1	2
PER3	period circadian regulator 3	3	3	3	3
LOC107970393	uncharacterized LOC107970393	1	1	1	1
VAMP3	vesicle associated membrane protein 3	1	1	2	1
CAMTA1	calmodulin binding transcription activator 1	3	3	3	3
LOC107974751	uncharacterized LOC107974751	1	1	1	1
LOC107974748	uncharacterized LOC107974748	1	2	1	1
LOC112207640	U1 spliceosomal RNA	1	1	1	1
LOC134807888	uncharacterized LOC134807888	3	4	3	4
LOC112208659	large ribosomal subunit protein eL37-like	3	3	2	3
LOC112207570	small nucleolar RNA U13	1	1	1	1
LOC100614586	uncharacterized LOC100614586	1	1	1	1
LOC107974735	uncharacterized LOC107974735	1	1	1	1
DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	3	2	2	2
THAP3	THAP domain containing 3	4	4	4	2
PHF13	PHD finger protein 13	2	1	2	1
KLHL21	kelch like family member 21	3	3	1	2
ZBTB48	zinc finger and BTB domain containing 48	3	2	3	1
TAS1R1	taste 1 receptor member 1	3	3	3	3
NOL9	nucleolar protein 9	3	3	3	3
LOC112207089	U6 spliceosomal RNA	1	1	1	1
PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	3	3	3	3
TNFRSF25	TNF receptor superfamily member 25	2	3	3	1
ITPKB	inositol-trisphosphate 3-kinase B	3	3	3	3
ESPN	espin	3	3	3	3
HES2	hes family bHLH transcription factor 2	1	3	3	3
ACOT7	acyl-CoA thioesterase 7	2	2	3	3
GPR153	G protein-coupled receptor 153	3	3	3	3
HES3	hes family bHLH transcription factor 3	3	3	2	3
LOC112208939	uncharacterized LOC112208939	1	2	1	1
ICMT	isoprenylcysteine carboxyl methyltransferase	2	1	2	2
RNF207	ring finger protein 207	3	3	3	4
LOC112208940	uncharacterized LOC112208940	1	1	1	1
RPL22	ribosomal protein L22	1	1	2	1
CHD5	chromodomain helicase DNA binding protein 5	3	3	3	2
KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	3	2	1	1
LOC134807597	uncharacterized LOC134807597	1	1	1	1
NPHP4	nephrocystin 4	3	3	3	3
LOC129136404	uncharacterized LOC129136404	3	3	3	3
LOC107974618	uncharacterized LOC107974618	1	1	1	1
LOC112207369	small nucleolar RNA SNORD66	1	1	1	1
LOC107974616	uncharacterized LOC107974616	1	2	2	1
LOC129136293	uncharacterized LOC129136293	3	3	3	3
LOC747233	neuroblastoma breakpoint family member 15	3	3	4	3
STUM	stum, mechanosensory transduction mediator homolog	1	2	2	1
LOC129143144	uncharacterized LOC129143144	2	2	2	1
LOC129143143	uncharacterized LOC129143143	1	2	2	1
AJAP1	adherens junctions associated protein 1	3	3	2	2
LOC134807838	uncharacterized LOC134807838	1	1	1	1
LOC107970392	uncharacterized LOC107970392	1	1	1	1
LOC107974595	uncharacterized LOC107974595	1	1	1	1
LOC129143297	uncharacterized LOC129143297	2	1	1	1
LOC107970391	uncharacterized LOC107970391	2	1	1	2
LOC129143141	uncharacterized LOC129143141	2	2	2	2
LOC129143295	uncharacterized LOC129143295	1	1	1	1
LOC134809435	uncharacterized LOC134809435	3	3	2	3
LOC104005916	uncharacterized LOC104005916	1	1	1	1
LOC107974589	uncharacterized LOC107974589	1	4	1	1
C1H1orf174	chromosome 1 C1orf174 homolog	3	3	1	3
DFFB	DNA fragmentation factor subunit beta	3	3	3	3
CEP104	centrosomal protein 104	3	3	3	3
LRRC47	leucine rich repeat containing 47	3	3	3	3
SMIM1	small integral membrane protein 1	1	1	1	1
CCDC27	coiled-coil domain containing 27	3	3	3	3
TP73-AS1	TP73 antisense RNA 1	1	2	1	4
TP73	tumor protein p73	3	3	3	3
WRAP73	WD repeat containing, antisense to TP73	3	3	3	2
TPRG1L	tumor protein p63 regulated 1 like	2	3	3	2
MEGF6	multiple EGF like domains 6	3	3	3	3
LOC469691	small ribosomal subunit protein eS1-like	3	3	1	4
LOC134809442	uncharacterized LOC134809442	2	1	1	1
MIR551A	microRNA mir-551a	1	1	1	1
ARHGEF16	Rho guanine nucleotide exchange factor 16	3	3	3	3
PRDM16	PR/SET domain 16	3	3	2	3
PARP1	poly(ADP-ribose) polymerase 1	3	3	2	2
LOC748078	uncharacterized LOC748078	1	1	1	1
ACTRT2	actin related protein T2	3	3	3	3
LOC104005856	uncharacterized LOC104005856	2	1	2	1
TTC34	tetratricopeptide repeat domain 34	3	3	3	3
LOC129143252	uncharacterized LOC129143252	1	1	4	1
LOC134809444	uncharacterized LOC134809444	1	1	1	1
LOC107974530	uncharacterized LOC107974530	1	1	1	1
MMEL1	membrane metalloendopeptidase like 1	3	3	2	3
PRXL2B	peroxiredoxin like 2B	4	4	4	1
LOC134809450	uncharacterized LOC134809450	1	1	2	2
TNFRSF14	TNF receptor superfamily member 14	3	2	3	3
LOC134809451	uncharacterized LOC134809451	2	2	1	2
HES5	hes family bHLH transcription factor 5	3	1	1	1
PANK4	pantothenate kinase 4 (inactive)	3	2	3	3
PLCH2	phospholipase C eta 2	3	3	3	3
PEX10	peroxisomal biogenesis factor 10	1	1	0	3
RER1	retention in endoplasmic reticulum sorting receptor 1	3	3	2	3
MORN1	MORN repeat containing 1	3	4	4	4
LOC134809464	uncharacterized LOC134809464	1	2	1	2
SKI	SKI proto-oncogene	3	3	2	2
LOC112207426	small nucleolar RNA U13	1	1	1	1
LOC101059452	uncharacterized LOC101059452	2	3	4	4
FAAP20	FA core complex associated protein 20	3	3	3	3
LIN9	lin-9 DREAM MuvB core complex component	3	3	1	2
PRKCZ-AS1	PRKCZ antisense RNA 1	1	2	1	1
PRKCZ	protein kinase C zeta	3	2	2	3
LOC112207524	small nucleolar RNA U13	1	1	1	1
LOC129136387	uncharacterized LOC129136387	1	1	1	1
GABRD	gamma-aminobutyric acid type A receptor subunit delta	2	2	2	2
LOC104005787	uncharacterized LOC104005787	1	1	1	2
CFAP74	cilia and flagella associated protein 74	3	3	3	3
TMEM52	transmembrane protein 52	3	3	3	3
CALML6	calmodulin like 6	3	2	3	2
LOC129136291	uncharacterized LOC129136291	1	1	1	1
GNB1	G protein subunit beta 1	2	1	2	1
NADK	NAD kinase	3	4	3	4
SLC35E2	solute carrier family 35 member E2	2	2	2	3
CDK11	cyclin dependent kinase 11	2	2	2	2
MMP23	matrix metallopeptidase 23	2	2	2	2
MIB2	MIB E3 ubiquitin protein ligase 2	3	3	3	3
FNDC10	fibronectin type III domain containing 10	3	1	1	1
SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	1	1	2	1
TMEM240	transmembrane protein 240	1	2	1	2
LOC457200	ATPase family AAA domain-containing protein 3A	3	3	3	3
ATAD3B	ATPase family AAA domain containing 3B	4	3	3	3
ATAD3C	ATPase family AAA domain containing 3C	3	3	3	3
VWA1	von Willebrand factor A domain containing 1	3	3	2	3
LOC129136341	uncharacterized LOC129136341	1	1	1	1
TMEM88B	transmembrane protein 88B	2	3	3	3
ANKRD65	ankyrin repeat domain 65	3	2	2	2
MRPL20	mitochondrial ribosomal protein L20	4	2	2	2
CCNL2	cyclin L2	3	1	3	3
AURKAIP1	aurora kinase A interacting protein 1	2	2	3	3
MXRA8	matrix remodeling associated 8	2	3	3	2
DVL1	dishevelled segment polarity protein 1	3	3	2	2
TAS1R3	taste 1 receptor member 3	3	3	3	3
CPTP	ceramide-1-phosphate transfer protein	2	2	3	1
MIXL1	Mix paired-like homeobox	3	1	1	1
INTS11	integrator complex subunit 11	2	2	1	1
LOC134807638	uncharacterized LOC134807638	1	1	1	1
PUSL1	pseudouridine synthase like 1	2	3	3	1
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	2	3	2	2
SCNN1D	sodium channel epithelial 1 subunit delta	3	3	3	3
LOC134807639	uncharacterized LOC134807639	1	1	1	1
UBE2J2	ubiquitin conjugating enzyme E2 J2	2	2	2	3
C1QTNF12	C1q and TNF related 12	3	3	3	3
SDF4	stromal cell derived factor 4	3	3	3	1
B3GALT6	beta-1,3-galactosyltransferase 6	2	2	2	2
TNFRSF4	TNF receptor superfamily member 4	3	3	3	1
TNFRSF18	TNF receptor superfamily member 18	3	3	3	3
TTLL10	tubulin tyrosine ligase like 10	3	3	3	3
MIR200A	microRNA mir-200a	1	1	1	1
LOC129136323	PRAME family member 15-like	3	3	2	2
C1H1orf159	chromosome 1 C1orf159 homolog	4	4	4	2
LOC134807647	uncharacterized LOC134807647	1	1	1	1
RNF223	ring finger protein 223	3	3	3	3
LOC104005695	uncharacterized LOC104005695	1	1	1	2
AGRN	agrin	3	3	3	3
ISG15	ISG15 ubiquitin like modifier	3	3	3	3
LOC107975666	large ribosomal subunit protein eL39-like	3	3	2	3
HES4	hes family bHLH transcription factor 4	3	2	2	2
PERM1	PPARGC1 and ESRR induced regulator, muscle 1	3	3	3	3
PLEKHN1	pleckstrin homology domain containing N1	3	3	3	3
KLHL17	kelch like family member 17	2	3	2	3
NOC2L	NOC2 like nucleolar associated transcriptional repressor	3	2	3	3
SAMD11	sterile alpha motif domain containing 11	3	3	3	3
LOC134809476	uncharacterized LOC134809476	1	1	1	1
LOC104004052	uncharacterized LOC104004052	2	1	1	1
LOC100608468	tubulin beta chain-like	3	4	3	4
LOC134807664	uncharacterized LOC134807664	2	2	1	2
LOC129138549	U6 spliceosomal RNA	1	1	1	1
ACBD3	acyl-CoA binding domain containing 3	2	2	2	2
LOC107970389	uncharacterized LOC107970389	1	1	1	1
HIST1H3A	histone cluster 1, H3a	1	1	2	1
LOC134808054	uncharacterized LOC134808054	1	1	1	1
LOC104004824	uncharacterized LOC104004824	3	3	3	3
LOC101059730	kinesin-like protein KIF28P	3	3	3	4
SDE2	SDE2 telomere maintenance homolog	3	2	2	1
LOC134809855	mucin-12-like	4	3	4	4
LEFTY2	left-right determination factor 2	2	3	1	2
PYCR2	pyrroline-5-carboxylate reductase 2	3	1	2	2
LEFTY1	left-right determination factor 1	3	3	3	3
TMEM63A	transmembrane protein 63A	3	3	3	2
TRNAE-CUC	transfer RNA glutamic acid (anticodon CUC)	1	1	1	1
EPHX1	epoxide hydrolase 1	3	3	3	3
TRNAL-CAA	transfer RNA leucine (anticodon CAA)	2	2	1	1
SRP9	signal recognition particle 9	2	3	1	1
SCCPDH	saccharopine dehydrogenase (putative)	1	3	3	3
LOC112207041	U6 spliceosomal RNA	1	1	1	1
LOC104004758	uncharacterized LOC104004758	1	1	2	2
ENAH	ENAH actin regulator	3	3	3	3
LBR	lamin B receptor	3	3	2	2
DNAH14	dynein axonemal heavy chain 14	4	4	3	3
LOC104004823	uncharacterized LOC104004823	3	4	3	3
CNST	consortin, connexin sorting protein	3	3	3	3
CNIH3	cornichon family AMPA receptor auxiliary protein 3	3	1	3	1
LOC107970364	uncharacterized LOC107970364	1	1	1	1
WDR26	WD repeat domain 26	2	2	1	2
MIR4742	microRNA mir-4742	1	1	1	1
CNIH4	cornichon family AMPA receptor auxiliary protein 4	1	1	1	1
LOC112207521	small nucleolar RNA U13	1	1	1	1
NVL	nuclear VCP like	3	3	3	3
LOC112207028	U6 spliceosomal RNA	1	1	1	1
MIR320B-2	microRNA mir-320b-2	1	1	1	1
LOC134809917	uncharacterized LOC134809917	2	1	1	1
DEGS1	delta 4-desaturase, sphingolipid 1	2	2	1	3
LOC112207286	small nucleolar RNA SNORA72	1	1	1	1
FBXO28	F-box protein 28	1	1	3	2
LOC107970317	uncharacterized LOC107970317	1	2	1	1
LOC134808061	uncharacterized LOC134808061	1	1	1	1
TP53BP2	tumor protein p53 binding protein 2	3	3	3	3
CAPN2	calpain 2	3	3	1	3
LOC107970307	uncharacterized LOC107970307	1	1	1	1
LOC112207066	U6 spliceosomal RNA	1	1	1	1
ZNF692	zinc finger protein 692	3	3	3	3
CAPN8	calpain 8	3	3	3	3
TFB2M	transcription factor B2, mitochondrial	1	1	2	2
CCDC185	coiled-coil domain containing 185	3	3	3	3
SUSD4	sushi domain containing 4	3	3	3	2
LOC107970289	uncharacterized LOC107970289	1	1	1	1
TLR5	toll like receptor 5	3	3	3	3
DISP1	dispatched RND transporter family member 1	3	3	3	2
LOC112207471	small nucleolar RNA U13	1	1	1	1
SMYD3	SET and MYND domain containing 3	3	3	2	4
FAM177B	family with sequence similarity 177 member B	4	4	3	3
BROX	BRO1 domain and CAAX motif containing	2	3	3	2
AIDA	axin interactor, dorsalization associated	3	3	1	2
MIA3	MIA SH3 domain ER export factor 3	3	3	3	3
LOC104004743	uncharacterized LOC104004743	1	1	1	1
TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	2	2	2	3
ZNF672	zinc finger protein 672	3	4	3	3
HHIPL2	HHIP like 2	4	3	2	3
LOC129138174	uncharacterized LOC129138174	1	1	1	1
LOC129138173	uncharacterized LOC129138173	1	1	1	1
LOC129138550	U6 spliceosomal RNA	1	1	1	1
LOC129138164	putative uncharacterized protein FLJ46235	4	3	2	2
LOC129138171	putative uncharacterized protein FLJ44672	3	3	3	3
LOC129138165	putative uncharacterized protein FLJ44672	3	3	3	3
TRNAT-UGU	transfer RNA threonine (anticodon UGU)	1	1	1	1
LOC129136066	uncharacterized LOC129136066	1	1	1	1
LOC104004735	uncharacterized LOC104004735	1	1	1	1
LOC112206979	U6 spliceosomal RNA	1	1	1	1
LOC104004734	uncharacterized LOC104004734	1	1	1	1
DUSP10	dual specificity phosphatase 10	3	3	2	2
LOC107974242	uncharacterized LOC107974242	1	1	1	2
LOC129136062	uncharacterized LOC129136062	2	2	1	1
LOC134808068	uncharacterized LOC134808068	1	1	1	1
LOC104004732	uncharacterized LOC104004732	1	1	1	1
LOC129136060	uncharacterized LOC129136060	1	1	1	1
HLX	H2.0 like homeobox	3	3	3	3
MTARC1	mitochondrial amidoxime reducing component 1	4	4	4	3
MTARC2	mitochondrial amidoxime reducing component 2	3	3	3	3
C1H1orf115	chromosome 1 C1orf115 homolog	3	2	2	3
MARK1	microtubule affinity regulating kinase 1	3	3	3	3
LOC107970238	uncharacterized LOC107970238	1	1	1	1
ZC3H11B	zinc finger CCCH-type containing 11B	3	4	3	3
RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	3	3	3	3
LOC129136056	oligosaccharyltransferase complex subunit OSTC	1	4	1	1
MIR664A	microRNA mir-664a	1	1	1	1
LOC129136057	small ribosomal subunit protein uS8-like	3	3	1	1
IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	3	3	3	3
LOC112207465	small nucleolar RNA U13	1	1	1	1
MIR194	microRNA mir-194	1	1	1	1
MIR215	microRNA mir-215	1	1	1	1
BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	3	3	2	3
EPRS1	glutamyl-prolyl-tRNA synthetase 1	3	2	3	2
LOC112207445	small nucleolar RNA U13	1	1	1	1
LOC112206925	small nucleolar RNA U3	1	1	1	1
SLC30A10	solute carrier family 30 member 10	3	3	2	2
LOC112207001	U6 spliceosomal RNA	1	1	1	1
LOC749429	zinc finger CCCH domain-containing protein 11A-like	3	4	4	3
LOC134808088	uncharacterized LOC134808088	1	1	1	1
SH3BP5L	SH3 binding domain protein 5 like	3	4	4	3
LYPLAL1	lysophospholipase like 1	3	4	4	1
LOC107970220	uncharacterized LOC107970220	2	2	2	1
LOC134807915	uncharacterized LOC134807915	2	2	1	1
LOC107970782	uncharacterized LOC107970782	1	1	1	1
