gene	description	Western	Western x Central	Central	Eastern
LOC107967317	uncharacterized LOC107967317	1	4	4	1
TEAD1	TEA domain transcription factor 1	2	1	1	1
LOC112204902	small Cajal body-specific RNA 16	1	1	1	1
LOC100608827	uncharacterized LOC100608827	1	1	1	1
RASSF10	Ras association domain family member 10	2	2	2	2
ARNTL	aryl hydrocarbon receptor nuclear translocator like	3	3	3	3
BTBD10	BTB domain containing 10	3	2	1	2
PTH	parathyroid hormone	1	1	3	1
LOC129136336	non-histone chromosomal protein HMG-17-like	2	1	1	1
FAR1	fatty acyl-CoA reductase 1	1	1	2	2
LOC134807331	uncharacterized LOC134807331	1	1	1	1
LOC134807330	uncharacterized LOC134807330	4	4	1	1
SPON1	spondin 1	3	3	2	3
RRAS2	RAS related 2	3	3	2	1
LOC134807291	uncharacterized LOC134807291	3	3	3	3
COPB1	COPI coat complex subunit beta 1	3	2	2	2
LOC112204862	U7 small nuclear RNA	1	1	1	1
PSMA1	proteasome 20S subunit alpha 1	3	4	1	1
PDE3B	phosphodiesterase 3B	3	3	2	3
LOC134807239	uncharacterized LOC134807239	2	2	1	2
CYP2R1	cytochrome P450 family 2 subfamily R member 1	3	3	3	3
CALCA	calcitonin related polypeptide alpha	3	1	3	2
CALCB	calcitonin related polypeptide beta	1	3	1	3
INSC	INSC spindle orientation adaptor protein	3	2	3	3
LOC129136409	uncharacterized LOC129136409	2	2	1	1
LOC104008425	uncharacterized LOC104008425	1	1	2	1
LOC107967029	uncharacterized LOC107967029	1	2	1	1
SOX6	SRY-box transcription factor 6	2	2	2	2
C11H11orf58	chromosome 11 C11orf58 homolog	2	2	3	2
PLEKHA7	pleckstrin homology domain containing A7	3	3	3	3
LOC107967030	olfactory receptor 7E24-like	3	3	3	3
RPS13	ribosomal protein S13	2	2	2	1
LOC112204961	small nucleolar RNA SNORD14	1	1	1	1
LOC112204958	small nucleolar RNA SNORD14	1	1	1	1
PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	3	3	3	3
LOC112204833	U6 spliceosomal RNA	1	1	1	1
LOC129136289	small ribosomal subunit protein uS5-like	3	3	3	3
NUCB2	nucleobindin 2	3	2	3	3
NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1	3	3	3	3
KCNJ11	potassium inwardly rectifying channel subfamily J member 11	3	2	2	3
ABCC8	ATP binding cassette subfamily C member 8	3	2	3	2
USH1C	USH1 protein network component harmonin	3	3	3	2
OTOG	otogelin	4	3	3	3
LOC107967319	uncharacterized LOC107967319	1	1	1	1
MYOD1	myogenic differentiation 1	2	3	2	3
KCNC1	potassium voltage-gated channel subfamily C member 1	3	2	2	1
SERGEF	secretion regulating guanine nucleotide exchange factor	3	3	1	3
TPH1	tryptophan hydroxylase 1	3	1	3	3
SAAL1	serum amyloid A like 1	3	3	3	2
LOC134807292	uncharacterized LOC134807292	1	1	1	1
MRGPRX3	MAS related GPR family member X3	3	3	1	4
MRGPRX4	MAS related GPR family member X4	3	3	3	2
SAA4	serum amyloid A4, constitutive	3	3	3	1
SAA2	serum amyloid A2	3	1	3	1
SAA1	serum amyloid A1	3	4	1	3
LOC748855	hsc70-interacting protein-like	3	3	3	3
HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	1	3	3	3
GTF2H1	general transcription factor IIH subunit 1	3	3	3	3
LDHA	lactate dehydrogenase A	1	2	2	2
LDHC	lactate dehydrogenase C	2	2	2	2
LDHAL6A	lactate dehydrogenase A like 6A	3	3	3	3
TSG101	tumor susceptibility 101	1	2	1	1
UEVLD	UEV and lactate/malate dehyrogenase domains	3	3	2	2
SPTY2D1	SPT2 chromatin protein domain containing 1	3	3	1	1
TMEM86A	transmembrane protein 86A	3	3	3	1
IGSF22	immunoglobulin superfamily member 22	3	3	3	3
PTPN5	protein tyrosine phosphatase non-receptor type 5	3	3	3	3
LOC134807334	uncharacterized LOC134807334	1	1	1	1
MRGPRX1	MAS related GPR family member X1	3	1	1	3
MRGPRX2	MAS related GPR family member X2	3	1	3	3
ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13	3	3	4	3
CSRP3	cysteine and glycine rich protein 3	1	1	1	1
E2F8	E2F transcription factor 8	3	2	3	2
LOC107967035	uncharacterized LOC107967035	1	2	2	2
LOC112204897	small nucleolar RNA SNORA1	1	1	1	1
LOC104008432	uncharacterized LOC104008432	3	3	3	3
NAV2	neuron navigator 2	3	3	2	3
LOC104008431	uncharacterized LOC104008431	1	1	1	1
LOC134807335	uncharacterized LOC134807335	1	1	2	1
DBX1	developing brain homeobox 1	2	3	2	1
HTATIP2	HIV-1 Tat interactive protein 2	3	3	1	2
PRMT3	protein arginine methyltransferase 3	3	3	3	2
LOC749521	high mobility group protein B1-like	3	4	2	3
LOC112204783	sodium- and chloride-dependent glycine transporter 2-like	3	3	3	3
SLC6A5	solute carrier family 6 member 5	2	2	2	2
NELL1	neural EGFL like 1	3	3	3	3
LOC134807336	uncharacterized LOC134807336	1	1	1	1
LOC104008434	uncharacterized LOC104008434	1	1	2	1
ANO5	anoctamin 5	3	3	3	3
SLC17A6	solute carrier family 17 member 6	2	2	2	2
LOC107967041	uncharacterized LOC107967041	2	1	2	1
FANCF	FA complementation group F	1	3	3	3
LOC107967043	uncharacterized LOC107967043	1	1	1	1
SVIP	small VCP interacting protein	1	1	1	1
GAS2	growth arrest specific 2	3	4	4	4
CCDC179	coiled-coil domain containing 179	4	4	4	4
LOC134807293	uncharacterized LOC134807293	1	1	1	1
LUZP2	leucine zipper protein 2	3	3	3	3
LOC129136339	uncharacterized LOC129136339	1	1	1	1
LOC107967045	uncharacterized LOC107967045	1	1	1	1
LOC129136411	uncharacterized LOC129136411	1	2	1	1
ANO3	anoctamin 3	3	3	3	3
LOC107967047	uncharacterized LOC107967047	2	2	1	1
LOC107967046	uncharacterized LOC107967046	1	2	4	4
MUC15	mucin 15, cell surface associated	3	3	3	3
SLC5A12	solute carrier family 5 member 12	3	2	3	3
FIBIN	fin bud initiation factor homolog	3	1	1	1
LOC107967049	uncharacterized LOC107967049	1	4	1	1
BBOX1	gamma-butyrobetaine hydroxylase 1	2	3	2	3
CCDC34	coiled-coil domain containing 34	3	2	2	2
LGR4	leucine rich repeat containing G protein-coupled receptor 4	3	3	3	3
LIN7C	lin-7 homolog C, crumbs cell polarity complex component	2	2	2	2
LOC104008451	uncharacterized LOC104008451	1	1	1	1
LOC129136294	small ribosomal subunit protein eS25-like	1	1	3	1
LOC134807337	uncharacterized LOC134807337	1	1	1	1
BDNF	brain derived neurotrophic factor	1	2	2	2
LOC736042	chromobox protein homolog 3-like	3	3	1	1
KIF18A	kinesin family member 18A	2	2	1	3
MIR610	microRNA mir-610	1	1	1	1
METTL15	methyltransferase like 15	3	3	3	3
LOC134807339	uncharacterized LOC134807339	2	2	1	1
LOC134807338	uncharacterized LOC134807338	2	1	2	2
KCNA4	potassium voltage-gated channel subfamily A member 4	2	2	1	3
FSHB	follicle stimulating hormone subunit beta	2	3	1	3
LOC134807340	uncharacterized LOC134807340	1	2	1	4
ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	2	2	2	1
MPPED2	metallophosphoesterase domain containing 2	1	3	1	3
LOC134807341	uncharacterized LOC134807341	2	2	1	1
LOC134807294	uncharacterized LOC134807294	1	2	2	1
DCDC1	doublecortin domain containing 1	4	3	3	3
DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	3	1	2	1
LOC107967056	uncharacterized LOC107967056	1	1	1	1
IMMP1L	inner mitochondrial membrane peptidase subunit 1	1	4	4	1
ELP4	elongator acetyltransferase complex subunit 4	3	3	4	3
PAX6	paired box 6	2	2	2	1
LOC104008455	uncharacterized LOC104008455	1	2	2	1
LOC107967054	uncharacterized LOC107967054	1	1	2	2
LOC107967055	uncharacterized LOC107967055	1	1	1	1
LOC112204949	small nucleolar RNA U3	1	1	1	1
RCN1	reticulocalbin 1	3	2	2	2
WT1	WT1 transcription factor	2	2	2	2
EIF3M	eukaryotic translation initiation factor 3 subunit M	1	1	1	1
CCDC73	coiled-coil domain containing 73	3	3	1	1
PRRG4	proline rich and Gla domain 4	3	3	3	2
QSER1	glutamine and serine rich 1	3	3	3	3
DEPDC7	DEP domain containing 7	3	3	3	1
TCP11L1	t-complex 11 like 1	3	3	3	1
CSTF3	cleavage stimulation factor subunit 3	1	2	2	1
LOC134807242	uncharacterized LOC134807242	1	1	1	1
HIPK3	homeodomain interacting protein kinase 3	3	2	3	2
LOC134807243	uncharacterized LOC134807243	1	1	1	1
KIAA1549L	KIAA1549 like	3	3	3	3
LOC129136299	uncharacterized LOC129136299	1	1	1	1
C9H11orf91	chromosome 9 C11orf91 homolog	1	1	1	1
CD59	CD59 molecule	2	3	1	3
FBXO3	F-box protein 3	2	2	2	2
LOC107967061	uncharacterized LOC107967061	2	2	1	2
LOC107967062	uncharacterized LOC107967062	4	4	1	2
LMO2	LIM domain only 2	1	3	1	1
LOC134807245	uncharacterized LOC134807245	1	1	1	1
CAPRIN1	cell cycle associated protein 1	2	3	3	1
NAT10	N-acetyltransferase 10	3	3	2	3
ABTB2	ankyrin repeat and BTB domain containing 2	3	3	2	3
LOC134807295	uncharacterized LOC134807295	1	1	1	1
CAT	catalase	3	3	3	3
ELF5	E74 like ETS transcription factor 5	3	2	2	2
EHF	ETS homologous factor	1	3	3	2
APIP	APAF1 interacting protein	2	3	3	3
PDHX	pyruvate dehydrogenase complex component X	3	3	2	3
LOC134807343	uncharacterized LOC134807343	2	1	1	1
LOC134807246	uncharacterized LOC134807246	1	1	1	1
CD44	CD44 molecule	3	3	2	3
LOC129136414	uncharacterized LOC129136414	1	1	1	1
SLC1A2	solute carrier family 1 member 2	3	3	2	2
PAMR1	peptidase domain containing associated with muscle regeneration 1	3	3	3	2
FJX1	four-jointed box kinase 1	3	3	3	3
TRIM44	tripartite motif containing 44	1	1	1	3
LDLRAD3	low density lipoprotein receptor class A domain containing 3	3	3	2	2
LOC129136415	uncharacterized LOC129136415	1	1	1	1
COMMD9	COMM domain containing 9	3	3	1	2
PRR5L	proline rich 5 like	3	3	3	4
TRAF6	TNF receptor associated factor 6	1	2	2	3
RAG1	recombination activating 1	2	2	2	2
RAG2	recombination activating 2	3	3	3	3
IFTAP	intraflagellar transport associated protein	3	3	3	3
LOC134807344	uncharacterized LOC134807344	1	1	1	1
LOC112204754	uncharacterized LOC112204754	1	1	1	1
LOC129136380	uncharacterized LOC129136380	1	1	1	1
LOC129136305	MAM and LDL-receptor class A domain-containing protein 1-like	3	3	3	4
LOC129136416	uncharacterized LOC129136416	1	1	1	1
LOC129136381	uncharacterized LOC129136381	1	2	2	1
LOC104008467	uncharacterized LOC104008467	1	1	1	1
LOC104008468	uncharacterized LOC104008468	2	2	2	1
LOC112207799	uncharacterized LOC112207799	2	2	3	4
LOC134806985	uncharacterized LOC134806985	1	1	1	1
LOC112204849	U6 spliceosomal RNA	1	1	1	1
LOC112204850	U6 spliceosomal RNA	1	1	1	1
LOC134807296	uncharacterized LOC134807296	1	1	1	1
SCGB1C1	secretoglobin family 1C member 1	1	3	3	1
CIMAP1A	ciliary microtubule associated protein 1A	3	3	1	1
LOC104008367	uncharacterized LOC104008367	3	3	2	3
BET1L	Bet1 golgi vesicular membrane trafficking protein like	2	3	2	2
RIC8A	RIC8 guanine nucleotide exchange factor A	2	3	3	2
SIRT3	sirtuin 3	3	2	2	1
LRRC4C	leucine rich repeat containing 4C	2	2	3	2
PSMD13	proteasome 26S subunit, non-ATPase 13	2	2	0	0
NLRP6	NLR family pyrin domain containing 6	3	3	3	3
LOC129136383	uncharacterized LOC129136383	1	1	1	2
PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	3	3	3	3
IFITM5	interferon induced transmembrane protein 5	1	2	2	1
IFITM2	interferon induced transmembrane protein 2	3	3	3	2
IFITM1	interferon induced transmembrane protein 1	2	2	1	1
IFITM3	interferon induced transmembrane protein 3	3	4	4	3
LOC112204852	U6 spliceosomal RNA	1	1	1	1
LOC134807319	uncharacterized LOC134807319	2	2	1	1
LOC104008470	uncharacterized LOC104008470	2	2	2	2
LOC107967069	uncharacterized LOC107967069	2	1	1	2
B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	3	3	3	0
LOC134807297	uncharacterized LOC134807297	1	1	1	1
LOC107967324	uncharacterized LOC107967324	1	1	1	2
PKP3	plakophilin 3	3	3	3	2
LOC107967325	uncharacterized LOC107967325	2	2	2	1
SIGIRR	single Ig and TIR domain containing	2	2	3	3
LOC104008471	uncharacterized LOC104008471	1	1	1	4
ANO9	anoctamin 9	3	3	3	3
LOC107967326	uncharacterized LOC107967326	2	1	1	1
PTDSS2	phosphatidylserine synthase 2	3	2	2	2
RNH1	ribonuclease/angiogenin inhibitor 1	3	3	3	3
LOC104008369	uncharacterized LOC104008369	1	1	1	1
LOC129135355	collagen alpha-2(IV) chain-like	3	4	4	3
HRAS	HRas proto-oncogene, GTPase	2	2	2	2
API5	apoptosis inhibitor 5	3	1	1	1
TTC17	tetratricopeptide repeat domain 17	3	3	3	2
LRRC56	leucine rich repeat containing 56	4	4	3	4
LOC101058999	peptidyl-prolyl cis-trans isomerase A-like	1	1	3	1
LMNTD2	lamin tail domain containing 2	3	3	3	3
MIR670	microRNA mir-670	1	1	1	1
LOC100611765	uncharacterized LOC100611765	2	1	1	1
LOC134807248	uncharacterized LOC134807248	1	1	1	1
MIR129-2	microRNA mir-129-2	1	1	1	1
RASSF7	Ras association domain family member 7	3	2	3	2
LOC744522	uncharacterized LOC744522	1	1	1	1
MIR210	microRNA mir-210	1	1	1	1
LOC107967071	uncharacterized LOC107967071	1	1	1	1
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	3	3	3	3
LOC129135242	large ribosomal subunit protein uL23-like	3	3	3	3
PHRF1	PHD and ring finger domains 1	4	3	3	3
LOC107967072	uncharacterized LOC107967072	2	1	1	1
LOC134807249	uncharacterized LOC134807249	1	1	1	1
ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	4	4	2	3
LOC107967073	uncharacterized LOC107967073	2	1	4	4
C9H11orf96	chromosome 9 C11orf96 homolog	1	1	1	2
ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	3	3	3	3
ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	3	3	3	3
EXT2	exostosin glycosyltransferase 2	3	2	3	3
IRF7	interferon regulatory factor 7	3	3	2	3
CDHR5	cadherin related family member 5	3	3	2	3
ALX4	ALX homeobox 4	3	3	3	1
SCT	secretin	3	3	2	2
DRD4	dopamine receptor D4	3	4	4	3
CD82	CD82 molecule	4	3	3	2
LOC134807346	uncharacterized LOC134807346	1	1	1	2
TSPAN18	tetraspanin 18	2	2	2	1
LOC134807345	uncharacterized LOC134807345	1	1	4	4
TP53I11	tumor protein p53 inducible protein 11	2	1	1	2
LOC107967328	uncharacterized LOC107967328	1	1	1	1
DEAF1	DEAF1 transcription factor	2	2	2	2
LOC129136419	uncharacterized LOC129136419	1	2	1	2
PRDM11	PR/SET domain 11	3	3	3	3
SYT13	synaptotagmin 13	3	3	2	3
EPS8L2	EPS8 signaling adaptor L2	3	3	3	1
TMEM80	transmembrane protein 80	3	2	3	2
LOC100613860	putative uncharacterized protein FLJ41423	3	3	3	3
LOC129136420	uncharacterized LOC129136420	1	2	1	1
LOC107967076	uncharacterized LOC107967076	1	1	1	1
LOC107967075	uncharacterized LOC107967075	2	1	1	1
CHST1	carbohydrate sulfotransferase 1	2	2	2	2
LOC134807298	uncharacterized LOC134807298	1	1	1	1
LOC100614043	uncharacterized LOC100614043	1	1	1	1
LOC104008477	uncharacterized LOC104008477	2	2	2	1
LOC129136421	uncharacterized LOC129136421	1	1	1	1
LOC107967330	uncharacterized LOC107967330	1	1	1	1
LOC100614109	uncharacterized LOC100614109	1	1	1	2
SLC35C1	solute carrier family 35 member C1	3	3	3	3
LOC134807251	uncharacterized LOC134807251	1	1	1	1
CRY2	cryptochrome circadian regulator 2	2	3	3	3
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	2	2	2	2
FREY1	Frey regulator of sperm-oocyte fusion 1	3	3	3	3
PEX16	peroxisomal biogenesis factor 16	3	3	3	3
LARGE2	LARGE xylosyl- and glucuronyltransferase 2	3	2	3	3
PHF21A	PHD finger protein 21A	2	2	2	1
TALDO1	transaldolase 1	2	3	3	3
GATD1	glutamine amidotransferase class 1 domain containing 1	3	3	3	3
LOC104008371	uncharacterized LOC104008371	2	2	3	1
LOC104008478	uncharacterized LOC104008478	1	2	1	1
CEND1	cell cycle exit and neuronal differentiation 1	2	1	1	2
LOC744556	uncharacterized LOC744556	1	2	2	1
LOC107967331	uncharacterized LOC107967331	1	1	1	1
SLC25A22	solute carrier family 25 member 22	3	3	2	3
LOC107967078	uncharacterized LOC107967078	1	1	1	1
LOC104008479	uncharacterized LOC104008479	1	1	1	1
CREB3L1	cAMP responsive element binding protein 3 like 1	2	3	1	3
PANO1	proapoptotic nucleolar protein 1	3	3	3	3
PIDD1	p53-induced death domain protein 1	4	3	3	3
DGKZ	diacylglycerol kinase zeta	3	3	3	3
RPLP2	ribosomal protein lateral stalk subunit P2	2	2	1	2
LOC112204900	small nucleolar RNA SNORA52	1	1	1	1
MDK	midkine	2	1	1	1
CHRM4	cholinergic receptor muscarinic 4	2	1	2	2
AMBRA1	autophagy and beclin 1 regulator 1	3	3	1	2
PNPLA2	patatin like phospholipase domain containing 2	3	3	2	3
CRACR2B	calcium release activated channel regulator 2B	3	2	3	2
HARBI1	harbinger transposase derived 1	3	3	1	2
ATG13	autophagy related 13	2	2	1	1
POLR2L	RNA polymerase II, I and III subunit L	1	1	2	1
ARHGAP1	Rho GTPase activating protein 1	3	2	1	2
CD151	CD151 molecule	2	2	2	2
ZNF408	zinc finger protein 408	3	3	3	3
F2	coagulation factor II, thrombin	3	3	2	2
LOC112204910	small nucleolar RNA SNORD67	1	1	1	1
LOC112204909	small nucleolar RNA SNORD67	1	1	1	1
CKAP5	cytoskeleton associated protein 5	3	2	2	3
TSPAN4	tetraspanin 4	4	3	3	2
LOC134807252	uncharacterized LOC134807252	1	1	1	1
LRP4	LDL receptor related protein 4	2	2	2	2
LOC134807320	uncharacterized LOC134807320	1	1	1	1
CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1	3	3	1	3
CHID1	chitinase domain containing 1	3	3	3	3
LOC107967084	uncharacterized LOC107967084	1	2	1	2
ARFGAP2	ADP ribosylation factor GTPase activating protein 2	1	1	1	1
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	2	3	3	3
DDB2	damage specific DNA binding protein 2	1	3	1	1
ACP2	acid phosphatase 2, lysosomal	3	2	2	3
NR1H3	nuclear receptor subfamily 1 group H member 3	1	3	2	3
MADD	MAP kinase activating death domain	4	3	1	3
MYBPC3	myosin binding protein C3	3	3	3	3
SPI1	Spi-1 proto-oncogene	1	2	1	2
SLC39A13	solute carrier family 39 member 13	2	3	1	3
LOC134807253	uncharacterized LOC134807253	1	1	1	1
PSMC3	proteasome 26S subunit, ATPase 3	1	1	1	2
RAPSN	receptor associated protein of the synapse	1	2	2	2
CELF1	CUGBP Elav-like family member 1	2	2	1	1
PTPMT1	protein tyrosine phosphatase mitochondrial 1	3	1	1	1
AP2A2	adaptor related protein complex 2 subunit alpha 2	3	2	2	2
KBTBD4	kelch repeat and BTB domain containing 4	1	3	1	1
LOC112204963	U5 spliceosomal RNA	1	1	1	1
NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	1	1	1	1
FAM180B	family with sequence similarity 180 member B	4	1	1	1
C1QTNF4	C1q and TNF related 4	2	2	2	1
MTCH2	mitochondrial carrier 2	2	2	1	1
AGBL2	AGBL carboxypeptidase 2	3	3	2	3
FNBP4	formin binding protein 4	3	2	2	3
LOC112204856	U6 spliceosomal RNA	1	1	1	1
NUP160	nucleoporin 160	3	1	2	3
LOC107967332	protein transport protein Sec61 subunit beta-like	3	1	1	1
PTPRJ	protein tyrosine phosphatase receptor type J	3	3	3	3
LOC129136422	uncharacterized LOC129136422	1	1	1	1
OR4B1	olfactory receptor family 4 subfamily B member 1	3	3	3	3
OR4X2	olfactory receptor family 4 subfamily X member 2	3	2	2	1
LOC466513	olfactory receptor 4X1	3	4	4	4
OR4S1	olfactory receptor family 4 subfamily S member 1	3	3	3	3
LOC744506	olfactory receptor 4C3	3	3	3	3
LOC466516	olfactory receptor 4C5-like	3	3	3	3
LOC100612267	olfactory receptor 4C46-like	3	3	3	3
OR4A47	olfactory receptor family 4 subfamily A member 47	3	3	3	3
MUC6	mucin 6, oligomeric mucus/gel-forming	3	3	3	3
LOC100612893	olfactory receptor 4A8-like	2	3	3	3
LOC107967334	olfactory receptor 4A5	3	3	3	3
LINC02688	long intergenic non-protein coding RNA 2688	2	2	1	1
LOC451183	putative tripartite motif-containing protein 51G	3	3	3	4
LOC100613264	putative tripartite motif-containing protein 64B	4	3	4	3
LOC466737	tripartite motif-containing 49-like	4	3	3	3
TRIM64C	tripartite motif containing 64C	4	3	3	3
LOC466524	upstream binding transcription factor like 1	3	4	3	4
LOC451185	glutamate carboxypeptidase 2	4	4	3	3
MUC2	mucin 2, oligomeric mucus/gel-forming	3	4	3	4
LOC451709	NADPH oxidase 4-like	4	4	3	4
LOC134807321	uncharacterized LOC134807321	1	1	1	1
OR4C13	olfactory receptor family 4 subfamily C member 13	3	3	3	3
OR4C12	olfactory receptor family 4 subfamily C member 12	3	3	3	2
LOC100614455	olfactory receptor 4C45	3	3	3	3
LOC129136423	olfactory receptor 4C3-like	3	3	3	3
LOC107967089	uncharacterized LOC107967089	2	2	1	1
LOC745567	uncharacterized LOC745567	2	2	1	2
TRNAA-UGC_6	transfer RNA alanine (anticodon UGC)	1	1	1	1
MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	4	3	3	3
MUC5B	mucin 5B, oligomeric mucus/gel-forming	3	3	4	3
TOLLIP	toll interacting protein	2	3	2	1
LOC107966986	uncharacterized LOC107966986	1	4	1	1
LOC107966987	uncharacterized LOC107966987	1	1	1	1
LOC107967336	olfactory receptor 4C46-like	3	3	4	3
LOC746547	olfactory receptor 4A47	3	3	3	3
LOC100614313	olfactory receptor 4A8-like	1	3	3	3
LOC100614410	olfactory receptor 4A5	3	3	3	3
BRSK2	BR serine/threonine kinase 2	2	2	2	3
MOB2	MOB kinase activator 2	1	1	1	1
LOC451711	tripartite motif-containing 49-like	3	3	4	3
LOC100613257	olfactory receptor 4A8-like	3	3	3	3
LOC746705	olfactory receptor 4A8-like	3	3	3	3
LOC100614880	olfactory receptor 4A16-like	2	3	1	3
OR4A15	olfactory receptor family 4 subfamily A member 15	4	3	3	3
LOC746837	olfactory receptor 4A8	3	3	2	1
LOC746859	olfactory receptor 4A16-like	3	3	3	1
LOC100614070	olfactory receptor 4C3D	3	3	3	3
OR4C15	olfactory receptor family 4 subfamily C member 15	3	3	3	3
LOC466533	olfactory receptor 4C11-like	3	3	3	3
LOC466534	olfactory receptor 4C16-like	3	4	3	3
LOC466535	olfactory receptor 4C16	3	3	3	3
LOC100615556	olfactory receptor 4C11	3	3	3	3
LOC747017	olfactory receptor 4P4	3	4	3	3
OR4S2	olfactory receptor family 4 subfamily S member 2	3	3	3	3
LOC466888	olfactory receptor 4C16-like	3	3	3	3
LOC747092	olfactory receptor 5D13	3	3	3	3
LOC747111	olfactory receptor 5D13	3	3	3	3
LOC747129	olfactory receptor 1165-like	3	4	4	3
LOC739012	olfactory receptor 5D13	3	3	3	3
DUSP8	dual specificity phosphatase 8	1	2	1	1
OR5D14	olfactory receptor family 5 subfamily D member 14	3	3	3	2
LOC466538	olfactory receptor 5L1	3	3	4	1
OR5D18	olfactory receptor family 5 subfamily D member 18	2	3	3	1
LOC107966989	uncharacterized LOC107966989	3	3	3	1
OR5L2	olfactory receptor family 5 subfamily L member 2	3	3	3	3
LOC466541	olfactory receptor 5D16	3	3	2	4
LOC747236	tripartite motif-containing protein 51	4	3	3	3
OR5W2	olfactory receptor family 5 subfamily W member 2	3	3	3	3
OR5I1	olfactory receptor family 5 subfamily I member 1	3	3	3	3
LOC747303	olfactory receptor 10AG1	4	3	4	4
LOC466542	olfactory receptor 7E24-like	3	1	3	3
LOC747344	olfactory receptor 5F1	4	3	3	3
LOC466543	olfactory receptor 5F1-like	4	4	3	3
OR5AS1	olfactory receptor family 5 subfamily AS member 1	3	3	3	3
LOC746379	uncharacterized LOC746379	3	4	4	1
LOC134807347	uncharacterized LOC134807347	4	4	4	4
LOC466052	olfactory receptor 5J3-like	4	3	3	3
OR8I2	olfactory receptor family 8 subfamily I member 2	3	3	3	3
OR8H2	olfactory receptor family 8 subfamily H member 2	3	3	3	3
OR8H3	olfactory receptor family 8 subfamily H member 3	3	4	3	3
LOC100609139	olfactory receptor 8J3	3	3	3	2
LOC466549	olfactory receptor 8K5	3	3	3	3
OR5J2	olfactory receptor family 5 subfamily J member 2	3	3	2	3
LOC466551	olfactory receptor 8K3-like	3	3	3	3
LOC466552	olfactory receptor 8J2	4	4	3	3
OR5T2	olfactory receptor family 5 subfamily T member 2	3	3	3	3
LOC740517	olfactory receptor 5T3	3	3	3	3
OR5T1	olfactory receptor family 5 subfamily T member 1	3	3	3	3
LOC466555	olfactory receptor 8H1	3	3	3	3
LOC466557	olfactory receptor 8K3	3	2	3	3
OR8K1	olfactory receptor family 8 subfamily K member 1	3	2	3	4
OR8J1	olfactory receptor family 8 subfamily J member 1	3	3	3	3
LOC466560	olfactory receptor 8U8	3	3	3	3
LOC466561	olfactory receptor 8U9-like	3	4	4	4
LOC112204807	olfactory receptor 5AL1	3	3	1	3
LOC466563	olfactory receptor 8U3	3	3	3	3
KRTAP5-3	keratin associated protein 5-3	3	3	3	3
LOC100608661	olfactory receptor 5M3	3	3	3	3
OR5M9	olfactory receptor family 5 subfamily M member 9	3	2	2	1
LOC466565	olfactory receptor 5M3-like	3	3	3	1
OR5M8	olfactory receptor family 5 subfamily M member 8	3	3	3	3
LOC466568	olfactory receptor 5M8-like	3	3	3	3
LOC747805	olfactory receptor 5M8-like	3	3	3	3
LOC466569	olfactory receptor 5M5	3	3	4	4
OR5M11	olfactory receptor family 5 subfamily M member 11	3	3	3	3
OR5M10	olfactory receptor family 5 subfamily M member 10	3	3	3	3
LOC112204797	keratin-associated protein 5-4	3	3	2	2
LOC466571	olfactory receptor 5M5-like	4	4	3	4
OR5M1	olfactory receptor family 5 subfamily M member 1	2	3	3	3
LOC466573	olfactory receptor 5M11-like	3	3	3	3
OR5AP2	olfactory receptor family 5 subfamily AP member 2	3	3	4	1
OR5AR1	olfactory receptor family 5 subfamily AR member 1	3	3	2	2
LOC112204781	keratin-associated protein 5-4	3	3	3	3
LOC466576	olfactory receptor 9G1	3	4	3	4
LOC747948	olfactory receptor 9G9	3	3	3	3
MIR6128	microRNA mir-6128	1	1	1	1
OR9G4	olfactory receptor family 9 subfamily G member 4	3	4	3	3
LOC104004351	olfactory receptor 9G19	3	3	3	3
LOC134807322	uncharacterized LOC134807322	1	4	4	4
OR93CH	olfactory receptor OR93Ch	3	3	3	2
LOC100612075	olfactory receptor 5G3	3	3	3	3
LOC107966990	uncharacterized LOC107966990	1	1	1	1
FADS2B	fatty acid desaturase 2B	3	3	3	3
LOC466580	putative olfactory receptor 5AK3	3	3	3	3
OR5AK2	olfactory receptor family 5 subfamily AK member 2	3	3	3	3
LOC134807323	uncharacterized LOC134807323	1	2	4	1
LRRC55	leucine rich repeat containing 55	3	3	3	1
APLNR	apelin receptor	2	2	1	1
TNKS1BP1	tankyrase 1 binding protein 1	3	3	3	3
SSRP1	structure specific recognition protein 1	3	1	1	1
LOC112204923	small nucleolar RNA U13	1	1	1	1
